ano_assinatura_contrato;numero_processo_formatado;numero_contrato;nome_empresarial_nome_fornecedor;numero_item_pedido;codigo_item_material_servico_numerico;item_material_servico;unnamed_7;unnamed_8;codigo_elemento_item_despesa;nome_elemento_item_despesa;quantidade_item_pedido;valor_unitario_referencia_item_processo;valor_total_referencia_item_processo;valor_total_homologado
2023;2301601 000010/2022;9393558;STRATA ENGENHARIA LTDA;7;10774;ESTUDOS E PROJETOS NA AREA DE ENGENHARIA RODOVIARIA, AEROVIARIA ETC;;;5106;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1;7186977,2;0,0;0,0
2023;2301601 000011/2022;9393396;ECOPLAN ENGENHARIA LTDA;1;10774;ESTUDOS E PROJETOS NA AREA DE ENGENHARIA RODOVIARIA, AEROVIARIA ETC;;;5106;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1;8246101,57;8246101,57;6173972,84
2023;2301601 000012/2022;9393561;STRATA ENGENHARIA LTDA;1;10774;ESTUDOS E PROJETOS NA AREA DE ENGENHARIA RODOVIARIA, AEROVIARIA ETC;;;5106;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1;8670569,9;8670569,9;4004374,41
2023;2301601 000013/2022;9393398;CONSOL - ENGENHEIROS CONSULTORES LTDA;1;10774;ESTUDOS E PROJETOS NA AREA DE ENGENHARIA RODOVIARIA, AEROVIARIA ETC;;;5106;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1;10967470,17;10967470,17;7053152,91
2023;2301601 000013/2022;9393398;CONSOL - ENGENHEIROS CONSULTORES LTDA;5;10774;ESTUDOS E PROJETOS NA AREA DE ENGENHARIA RODOVIARIA, AEROVIARIA ETC;;;5106;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1;10967470,17;0,0;0,0
2023;2301601 000014/2022;9394603;DYNATEST ENGENHARIA LTDA;1;10774;ESTUDOS E PROJETOS NA AREA DE ENGENHARIA RODOVIARIA, AEROVIARIA ETC;;;5106;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1;8750732,5;8750732,5;4065559,6
2023;2301601 000014/2022;9394603;DYNATEST ENGENHARIA LTDA;4;10774;ESTUDOS E PROJETOS NA AREA DE ENGENHARIA RODOVIARIA, AEROVIARIA ETC;;;5106;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1;8750732,5;0,0;0,0
2023;2301601 000015/2022;9393455;MAIA MELO ENGENHARIA LTDA;1;10774;ESTUDOS E PROJETOS NA AREA DE ENGENHARIA RODOVIARIA, AEROVIARIA ETC;;;5106;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1;9779048,76;9779048,76;6324008,13
2023;2301601 000015/2022;9393455;MAIA MELO ENGENHARIA LTDA;10;10774;ESTUDOS E PROJETOS NA AREA DE ENGENHARIA RODOVIARIA, AEROVIARIA ETC;;;5106;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1;9779048,76;0,0;0,0
2023;2301601 000016/2022;9393457;PROJEL - ENGENHARIA ESPECIALIZADA LTDA;1;10774;ESTUDOS E PROJETOS NA AREA DE ENGENHARIA RODOVIARIA, AEROVIARIA ETC;;;5106;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1;8566893,18;8566893,18;7889881,67
2023;2301601 000017/2022;9393459;CONTECNICA CONSULTORIA E PLANEJAMENTO LTDA;1;10774;ESTUDOS E PROJETOS NA AREA DE ENGENHARIA RODOVIARIA, AEROVIARIA ETC;;;5106;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1;8497981,23;8497981,23;5085274,59
2023;2301601 000017/2022;9393459;CONTECNICA CONSULTORIA E PLANEJAMENTO LTDA;4;10774;ESTUDOS E PROJETOS NA AREA DE ENGENHARIA RODOVIARIA, AEROVIARIA ETC;;;5106;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1;8497981,23;0,0;0,0
2023;2301601 000019/2022;9385568;EVOLUCAO ENGENHARIA CONSTRUCAO E ADMINISTRACAO LTDA;1;107980;ELABORACAO SONDAGEM SPT,ROTATIVA,MISTA E PDL .DESENHO LOCACAO DE FUROS, COMPACIDADE,DOCUMENTACAO ,PERFIL GEOLOGICO E ART;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;978443,32;978443,32;338994,94
2023;2301762 000001/2023;9390176;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;38446196,48;38446196,48;22242891,04
2023;2301762 000001/2023;9390187;CONSTRUTORA ZAG LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;37569221,2;37569221,2;22571023,53
2023;2301762 000001/2023;9390196;CONSTRUTORA SAGENDRA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;29458298,02;29458298,02;17664590,02
2023;2301762 000007/2023;9408490;ETHOS ENGENHARIA DE INFRAESTRUTURA S/A;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;41249984,01;41249984,01;37087535,24
2023;2301762 000008/2023;9390595;ETHOS ENGENHARIA DE INFRAESTRUTURA S/A;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;12130617,64;12130617,64;10619128,58
2023;2301762 000009/2023;9392809;ETHOS ENGENHARIA DE INFRAESTRUTURA S/A;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;14144117,37;14144117,37;11729217,3
2023;2301762 000012/2023;9394628;ETHOS ENGENHARIA DE INFRAESTRUTURA S/A;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;8352839,02;8352839,02;6881322,88
2023;2301762 000013/2023;9402067;ETHOS ENGENHARIA DE INFRAESTRUTURA S/A;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;18353498,52;18353498,52;14406877,41
2023;2301762 000014/2023;9391551;CONSTRUTORA ITAMARACA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;1581611,56;1581611,56;1549724,83
2023;2301762 000017/2023;9392828;LCM CONSTRUCAO E COMERCIO S.A;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;19873666,9;19873666,9;16963180,1
2023;2301762 000018/2023;9392817;COMPANHIA DA OBRA ENGENHARIA E CONSTRUCOES EIRELI;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;1525909,31;1525909,31;1445109,35
2023;2301762 000019/2023;9400451;CONSTRUTORA CONTORNO LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;33662686,85;33662686,85;27748875,44
2023;2301762 000022/2023;9402596;TRIPAV - CONSTRUCOES, PAVIMENTACOES E LOCACOES LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;5672659,74;5672659,74;4879173,06
2023;2301762 000023/2023;9394312;HORIZONTE CONSTRUTORA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;9001153,14;9001153,14;8661575,54
2023;2301762 000024/2023;9393682;HORIZONTE CONSTRUTORA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;3246625,36;3246625,36;3145579,96
2023;2301762 000025/2023;9394322;HORIZONTE CONSTRUTORA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;8570516,95;8570516,95;8307299,29
2023;2301762 000026/2023;9400070;ETHOS ENGENHARIA DE INFRAESTRUTURA S/A;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;7215352,94;7215352,94;6195326,86
2023;2301762 000027/2023;9407068;CONSTRUTORA ASTECA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;17646743,87;17646743,87;14978527,55
2023;2301762 000027/2023;9407075;CROS CONSTRUCOES S/A;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;17411043,8;17411043,8;15871866,47
2023;2301762 000027/2023;9408445;CONSTRUTORA TERRAYAMA LIMITADA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;14565617,38;14565617,38;12892384,11
2023;2301762 000027/2023;9408476;CIVILPAV CONSTRUCOES LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;16423830,97;16423830,97;12514494,75
2023;2301762 000027/2023;9408491;EMPAV EMPREENDIMENTOS E PAVIMENTACAO LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;17471424,36;17471424,36;12252806,66
2023;2301762 000028/2023;9401399;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;16909576,77;16909576,77;14504450,61
2023;2301762 000029/2023;9406400;LCM CONSTRUCAO E COMERCIO S.A;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;54930745,27;54930745,27;51911237,26
2023;2301762 000031/2023;9408657;TERRASA ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;855881,65;855881,65;847402,96
2023;2301762 000034/2023;9393554;ETHOS ENGENHARIA DE INFRAESTRUTURA S/A;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;10768247,16;10768247,16;8795462,05
2023;2301762 000042/2022;9372553;ECR EMPRESA DE CONSTRUCAO E CONSERVACAO RODOVIARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;3511896,08;3511896,08;2936342,62
2023;2301762 000059/2022;9372028;BT CONSTRUCOES LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;392961,17;392961,17;392557,94
2023;2301762 000071/2022;9377832;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;24847762,83;24847762,83;22195365,92
2023;2301901 000001/2023;9396828;SYSTRA ENGENHARIA E CONSULTORIA LTDA;1;10693;SERVICOS DE SUPERVISAO DE OBRAS DE ENGENHARIA.;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;16837606,8;16837606,8;7576922,1
2023;2301901 000001/2023;9396828;SYSTRA ENGENHARIA E CONSULTORIA LTDA;2;10693;SERVICOS DE SUPERVISAO DE OBRAS DE ENGENHARIA.;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;16837606,8;0,0;0,0
2023;2301901 000001/2023;9396828;SYSTRA ENGENHARIA E CONSULTORIA LTDA;17;10693;SERVICOS DE SUPERVISAO DE OBRAS DE ENGENHARIA.;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;16837606,8;0,0;0,0
2024;1301017 000012/2024;9447043;CONSOL - ENGENHEIROS CONSULTORES LTDA;1;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;6899464,96;6899464,96;5760127,9
2024;1301017 000012/2024;9447043;CONSOL - ENGENHEIROS CONSULTORES LTDA;5;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;6899464,96;0,0;0,0
2024;1301017 000012/2024;9447043;CONSOL - ENGENHEIROS CONSULTORES LTDA;6;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;6899464,96;0,0;0,0
2024;1301017 000012/2024;9447045;SYSTRA ENGENHARIA E CONSULTORIA LTDA;1;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;7025374,27;7025374,27;5328591,49
2024;1301017 000012/2024;9447045;SYSTRA ENGENHARIA E CONSULTORIA LTDA;13;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;7025374,27;0,0;0,0
2024;1301017 000012/2024;9447045;SYSTRA ENGENHARIA E CONSULTORIA LTDA;21;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;7025374,27;0,0;0,0
2024;1301606 000001/2024;9439921;OUROPAV CONSTRUTORA E LOTEADORA LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;13692559,48;13692559,48;11650000,0
2024;1301606 000003/2023;9430925;CSS CONSTRUTORA LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;28523653,82;28523653,82;26112373,74
2024;2301403 000099/2024;9442805;IMAGEM GEOSISTEMAS E COMERCIO LTDA;1;120588;SUPORTE PREMIUM ARCGIS/ESRI ;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;4637500,0;4637500,0;4637500,0
2024;2301403 000099/2024;9442805;IMAGEM GEOSISTEMAS E COMERCIO LTDA;1;137820;LICENCA DE USO PERPETUO DO SOFTWARE ARCGIS ENTERPRISE PROFESSIONAL PLUS PERPETUAL LICENSE;;;4006;AQUISICAO DE SOFTWARE;1;960976,92;960976,92;960976,92
2024;2301403 000099/2024;9442805;IMAGEM GEOSISTEMAS E COMERCIO LTDA;2;122335;CREDITOS DE USO PARA O SOFTWARE ARCGIS ONLINE  ;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;7542,48;7542,48;7542,48
2024;2301403 000099/2024;9442805;IMAGEM GEOSISTEMAS E COMERCIO LTDA;2;137790;SUBSCRICAO DE LICENCA DE SOFTWARE ARCGIS STREETMAP PREMIUM FOR ARCGIS PRO ENTERPRISE ;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;157923,42;157923,42;157923,42
2024;2301403 000099/2024;9442805;IMAGEM GEOSISTEMAS E COMERCIO LTDA;3;120588;SUPORTE PREMIUM ARCGIS/ESRI ;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;4637500,0;0,0;0,0
2024;2301403 000099/2024;9442805;IMAGEM GEOSISTEMAS E COMERCIO LTDA;3;120596;SUPORTE PREMIUM ARCGIS/ESRI ON SITE ;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;2562550,0;2562550,0;1281275,0
2024;2301403 000099/2024;9442805;IMAGEM GEOSISTEMAS E COMERCIO LTDA;3;137804;LICENCA USO PERPETUO SOFTWARE ARCGIS ROADS AND HIGHWAYS FOR ARCGIS GIS SERVER STANDARD OR ADVANCED(WINDOWS ONLY)UP 4 COR;;;4006;AQUISICAO DE SOFTWARE;1;164452,89;164452,89;164452,89
2024;2301403 000099/2024;9442805;IMAGEM GEOSISTEMAS E COMERCIO LTDA;4;137812;LICENCA USO PERPETUO DE SOFTWARE ARCGIS DATA REVIEWER FOR ARCGIS GIS SERVER ADVANCED (WINDOWS) UP TO FOUR CORES LICENSE;;;4006;AQUISICAO DE SOFTWARE;1;164452,89;164452,89;164452,89
2024;2301403 000099/2024;9442805;IMAGEM GEOSISTEMAS E COMERCIO LTDA;4;138037;SERVICO DE MANUTENCAO DE SOFTWARE ARCGIS,  INCLUINDO A  RECUPERACAO DO LEGADO E SUPORTE TECNICO;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;1229832,22;1229832,22;1229832,22
2024;2301403 000099/2024;9442805;IMAGEM GEOSISTEMAS E COMERCIO LTDA;6;137820;LICENCA DE USO PERPETUO DO SOFTWARE ARCGIS ENTERPRISE PROFESSIONAL PLUS PERPETUAL LICENSE;;;4006;AQUISICAO DE SOFTWARE;1;960976,92;0,0;0,0
2024;2301403 000099/2024;9442805;IMAGEM GEOSISTEMAS E COMERCIO LTDA;7;137790;SUBSCRICAO DE LICENCA DE SOFTWARE ARCGIS STREETMAP PREMIUM FOR ARCGIS PRO ENTERPRISE ;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;157923,42;0,0;0,0
2024;2301403 000099/2024;9442805;IMAGEM GEOSISTEMAS E COMERCIO LTDA;8;137804;LICENCA USO PERPETUO SOFTWARE ARCGIS ROADS AND HIGHWAYS FOR ARCGIS GIS SERVER STANDARD OR ADVANCED(WINDOWS ONLY)UP 4 COR;;;4006;AQUISICAO DE SOFTWARE;1;164452,89;0,0;0,0
2024;2301403 000099/2024;9442805;IMAGEM GEOSISTEMAS E COMERCIO LTDA;9;137812;LICENCA USO PERPETUO DE SOFTWARE ARCGIS DATA REVIEWER FOR ARCGIS GIS SERVER ADVANCED (WINDOWS) UP TO FOUR CORES LICENSE;;;4006;AQUISICAO DE SOFTWARE;1;164452,89;0,0;0,0
2024;2301403 000099/2024;9442805;IMAGEM GEOSISTEMAS E COMERCIO LTDA;10;120588;SUPORTE PREMIUM ARCGIS/ESRI ;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;4637500,0;0,0;0,0
2024;2301403 000099/2024;9442805;IMAGEM GEOSISTEMAS E COMERCIO LTDA;11;138037;SERVICO DE MANUTENCAO DE SOFTWARE ARCGIS,  INCLUINDO A  RECUPERACAO DO LEGADO E SUPORTE TECNICO;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;1229832,22;0,0;0,0
2024;2301403 000099/2024;9442805;IMAGEM GEOSISTEMAS E COMERCIO LTDA;12;122335;CREDITOS DE USO PARA O SOFTWARE ARCGIS ONLINE  ;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;7542,48;0,0;0,0
2024;2301403 000100/2024;9444079;POLIGRAPH SISTEMAS E REPRESENTACOES LTDA;1;66281;MANUTENCAO EVOLUTIVA E ADAPTATIVA, DESENVOLVIMENTO E SUSTENTACAO DE SISTEMAS DE INFORMACAO;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;22870596,0;22870596,0;22870596,0
2024;2301403 000100/2024;9444079;POLIGRAPH SISTEMAS E REPRESENTACOES LTDA;1;138002;LICENCA DE USO PERPETUO DE SOFTWARE DA SOLUCAO SIDER -;;;4006;AQUISICAO DE SOFTWARE;1;1438359,5;1438359,5;1438359,5
2024;2301403 000100/2024;9444079;POLIGRAPH SISTEMAS E REPRESENTACOES LTDA;10;66281;MANUTENCAO EVOLUTIVA E ADAPTATIVA, DESENVOLVIMENTO E SUSTENTACAO DE SISTEMAS DE INFORMACAO;;;4006;AQUISICAO DE SOFTWARE;1;22870596,0;0,0;0,0
2024;2301403 000100/2024;9444079;POLIGRAPH SISTEMAS E REPRESENTACOES LTDA;10;66281;MANUTENCAO EVOLUTIVA E ADAPTATIVA, DESENVOLVIMENTO E SUSTENTACAO DE SISTEMAS DE INFORMACAO;;;4008;DESENVOLVIMENTO DE SOFTWARES;1;22870596,0;0,0;0,0
2024;2301403 000100/2024;9444079;POLIGRAPH SISTEMAS E REPRESENTACOES LTDA;43;138002;LICENCA DE USO PERPETUO DE SOFTWARE DA SOLUCAO SIDER -;;;4006;AQUISICAO DE SOFTWARE;1;1438359,5;0,0;0,0
2024;2301403 000100/2024;9444079;POLIGRAPH SISTEMAS E REPRESENTACOES LTDA;44;66281;MANUTENCAO EVOLUTIVA E ADAPTATIVA, DESENVOLVIMENTO E SUSTENTACAO DE SISTEMAS DE INFORMACAO;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;22870596,0;0,0;0,0
2024;2301403 000100/2024;9444079;POLIGRAPH SISTEMAS E REPRESENTACOES LTDA;45;138002;LICENCA DE USO PERPETUO DE SOFTWARE DA SOLUCAO SIDER -;;;4006;AQUISICAO DE SOFTWARE;1;1438359,5;0,0;0,0
2024;2301403 000100/2024;9444079;POLIGRAPH SISTEMAS E REPRESENTACOES LTDA;46;66281;MANUTENCAO EVOLUTIVA E ADAPTATIVA, DESENVOLVIMENTO E SUSTENTACAO DE SISTEMAS DE INFORMACAO;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;22870596,0;0,0;0,0
2024;2301403 000100/2024;9444079;POLIGRAPH SISTEMAS E REPRESENTACOES LTDA;47;66281;MANUTENCAO EVOLUTIVA E ADAPTATIVA, DESENVOLVIMENTO E SUSTENTACAO DE SISTEMAS DE INFORMACAO;;;4002;SERVICO DE TECNOLOGIA DA INFORMACAO;1;22870596,0;0,0;0,0
2024;2301403 000100/2024;9444079;POLIGRAPH SISTEMAS E REPRESENTACOES LTDA;48;66281;MANUTENCAO EVOLUTIVA E ADAPTATIVA, DESENVOLVIMENTO E SUSTENTACAO DE SISTEMAS DE INFORMACAO;;;4006;AQUISICAO DE SOFTWARE;1;22870596,0;0,0;0,0
2024;2301403 000100/2024;9444079;POLIGRAPH SISTEMAS E REPRESENTACOES LTDA;88;66281;MANUTENCAO EVOLUTIVA E ADAPTATIVA, DESENVOLVIMENTO E SUSTENTACAO DE SISTEMAS DE INFORMACAO;;;4008;DESENVOLVIMENTO DE SOFTWARES;1;22870596,0;0,0;0,0
2024;2301520 000001/2024;9417858;MAIS CONSTRUTORA LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;28241857,11;28241857,11;27306386,23
2024;2301520 000001/2024;9417863;MAIS CONSTRUTORA LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;67351594,52;67351594,52;65748419,13
2024;2301520 000007/2024;9442960;HORIZONTE CONSTRUTORA LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;3670886,88;3670886,88;3238823,49
2024;2301520 000008/2024;9445668;HOUER ENGENHARIA LTDA;1;10774;ESTUDOS E PROJETOS NA AREA DE ENGENHARIA RODOVIARIA, AEROVIARIA ETC;;;5106;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1;2782111,36;2782111,36;2086583,52
2024;2301520 000011/2023;9416622;SYSTRA ENGENHARIA E CONSULTORIA LTDA;1;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;2611112,22;2611112,22;2073540,06
2024;2301520 000011/2024;9439838;G S COSTA CONSTRUTORA LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;3876654,63;3876654,63;3876550,0
2024;2301520 000012/2023;9428115;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;1;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;3936114,86;3936114,86;3345699,13
2024;2301520 000012/2024;9441306;CIMCOP S/A ENGENHARIA E CONSTRUCOES;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;30241878,3;30241878,3;22681408,72
2024;2301520 000014/2024;9441355;CONSTRUTORA ZAG LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;15722910,87;15722910,87;13364474,24
2024;2301520 000016/2023;9422285;KALU SERVICOS DE ENGENHARIA LTDA;1;10774;ESTUDOS E PROJETOS NA AREA DE ENGENHARIA RODOVIARIA, AEROVIARIA ETC;;;5106;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1;657553,09;657553,09;469485,7
2024;2301520 000017/2024;9444080;S A PAULISTA DE CONSTRUCOES E COMERCIO;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;173844790,5;173844790,5;158500000,0
