contrato;contrato_siad;status;descricao_do_motivo;data;responsavel;portal_de_compras
DP-24.007/2020;9275619;Andamento;;2024-02-26 00:00:00;-;2301601 000001/2020
DM-008/2023;9391551;Andamento;;2024-02-29 00:00:00;-;2301762 000014/2023
DC-008/2024;9428115;Andamento;;2024-06-03 00:00:00;-;2301520 000012/2023
DG/AMA-009436677/2024;9436677;Andamento;;2024-09-02 00:00:00;-;2301617 000002/2024
DG/AMA-009436677/2024;9436677;Andamento;;2024-09-02 00:00:00;-;2301617 000002/2024
DC-9472752/2025;9472752;Andamento;;2025-09-10 00:00:00;-;2301520 000008/2025
AEST-9468567/2025;9468567;Andamento;;2025-09-01 00:00:00;-;2301931 000002/2025
AEST-9470136/2025;9470136;Andamento;;2025-09-01 00:00:00;-;2301931 000002/2025
DC-008/2023;9385831;Andamento;;2025-10-15 00:00:00;-;2301520 000046/2022
DC-9441355/2024 ;9441355;Andamento;;2025-10-27 00:00:00;-;2301520 000014/2024
DM-006/2024;9414641;Andamento;;2024-03-18 00:00:00;-;2301762 000050/2023
DC-003/2023;9373305;Andamento;;2024-02-01 00:00:00;-;2301520 000039/2022
DM-005/2024;9414460;Andamento;;2024-03-18 00:00:00;-;2301762 000036/2023
DP-029/2023;9393459;Andamento;;2024-03-04 00:00:00;-;2301601 000017/2022
DOV-005/2022-A;9344755;Andamento;;2024-04-09 00:00:00;-;2301901 000009/2021
DP-009/2023;9386090;Andamento;;2024-04-15 00:00:00;-;2301601 000004/2023
DP-24.007/2020;9275619;Andamento;;2024-04-30 00:00:00;-;2301601 000001/2020
DM-015/2024;9424447;Andamento;;2024-05-02 00:00:00;-;2301762 000051/2023
DP-007/2023;9386085;Andamento;;2024-04-25 00:00:00;-;2301601 000004/2023
DM-017/2023;9400451;Andamento;;2023-12-01 00:00:00;-;2301762 000019/2023
DC-028/2022;9378009;Andamento;;2023-11-27 00:00:00;-;2301520 000047/2022
DC-020/2021;9317793;Andamento;;2023-11-14 00:00:00;-;1301608 000002/2021
DP-016/2023;9386096;Andamento;;2024-04-01 00:00:00;-;2301601 000004/2023
DP-018/2023;9386098;Andamento;;2024-04-01 00:00:00;-;2301601 000004/2023
DP-008/2023;9386087;Andamento;;2024-04-01 00:00:00;-;2301601 000004/2023
DP-013/2023;9386093;Andamento;;2024-04-01 00:00:00;-;2301601 000004/2023
PRC-24.001/2019-ANO 6;9222901;Andamento;;2024-10-16 00:00:00;-;2301601 000008/2018
DC-016/2023;9402062;Andamento;;2024-10-23 00:00:00;-;1301606 000001/2023
DC-9439838/2024;9439838;Andamento;;2024-10-08 00:00:00;-;2301520 000011/2024
DC-020/2023;9411269;Andamento;;2024-03-04 00:00:00;-;2301520 000019/2023
DP-018/2023;9386098;Andamento;;2024-02-02 00:00:00;-;2301601 000004/2023
DP-009/2023;9386090;Andamento;;2024-02-02 00:00:00;-;2301601 000004/2023
DP-016/2023;9386096;Andamento;;2024-02-02 00:00:00;-;2301601 000004/2023
DC-027/2022;9372566;Andamento;;2024-11-01 00:00:00;-;2301520 000041/2022
ASG-003/2021;9318266;Andamento;;2024-11-21 00:00:00;-;2301931 000002/2021
9442805;9442805;Andamento;;2024-11-28 00:00:00;-;2301403 000099/2024
DP-025/2023;9394603;Andamento;;2023-11-07 00:00:00;-;2301601 000014/2022
DM-029/2022;9345546;Andamento;;2023-12-06 00:00:00;-;2301762 000015/2022
PRC-22.004/2017;9243278;Andamento;;2023-12-04 00:00:00;-;2301520 000040/2014
DPEI-001/2024;9414354;Andamento;;2024-03-12 00:00:00;-;2301601 000002/2024
DPEI-003/2024;9417600;Andamento;;2024-03-26 00:00:00;-;2301601 000002/2024
DM-010/2024;9418600;Andamento;;2024-04-08 00:00:00;-;2301762 000036/2023
DPEI-030/2023;Em andamento;Andamento;;2024-03-04 00:00:00;-;Não Disponível
DPEI-006/2024;9416621;Andamento;;2024-03-19 00:00:00;-;2301601 000002/2024
DPEI-002/2024;9414453;Andamento;;2024-03-12 00:00:00;-;2301601 000002/2024
DPEI-004/2024;9416600;Andamento;;2024-03-19 00:00:00;-;2301601 000002/2024
DPEI-005/2024;9414322;Andamento;;2024-03-11 00:00:00;-;2301601 000002/2024
DOV-002/2022-A;9344727;Andamento;;2024-04-09 00:00:00;-;2301901 000009/2021
DC-015/2023;9405799;Andamento;;2024-05-28 00:00:00;-;2301520 000013/2023
DC-008/2023;9385831;Andamento;;2024-10-21 00:00:00;-;2301520 000046/2022
DC-9448965/2025;9448965;Andamento;;2025-02-21 00:00:00;-;2301520 000025/2024
DM-9471881/2025;9471881;Andamento;;2025-08-01 00:00:00;-;2301762 000001/2025
DOV-002/2021-A;9292040;Andamento;;2024-03-13 00:00:00;-;2301901 000008/2021
DP-002/2022;9370793;Andamento;;2024-06-01 00:00:00;-;2301601 000002/2022
DM-015/2023;9394312;Andamento;;2024-10-14 00:00:00;-;2301762 000023/2023
DM-015/2023;9394312;Andamento;;2024-11-04 00:00:00;-;2301762 000023/2023
AMA-9441725/2024;9441725;Andamento;;2024-11-22 00:00:00;-;2301617 000003/2024
PO;9440673;Andamento;;2024-12-02 00:00:00;-;2301931 000001/2024
DC-024/2022;9388622;Andamento;;2025-01-20 00:00:00;-;2301520 000033/2022
DC-9445591/2024;9445591;Andamento;;2024-12-20 00:00:00;-;2301520 002220/2024
DC-013/2023;9402069;Andamento;;2025-02-06 00:00:00;-;2301520 000006/2023
DPEI-9447050;9447050;Andamento;;2025-06-04 00:00:00;-;2301601 000003/2024
DM-020/2024;9427674;Andamento;;2024-05-15 00:00:00;-;2301762 000051/2023
DP-001/2022;9340393;Andamento;;2024-04-29 00:00:00;-;1301606 000001/2021
DP-015/2023;9386095;Andamento;;2024-04-15 00:00:00;-;2301601 000004/2023
DM-022/2024;9427765;Andamento;;2024-05-16 00:00:00;-;2301762 000051/2023
DM-020/2023;9402596;Andamento;;2024-08-27 00:00:00;-;2301762 000022/2023
DP-003/2022;9344767;Andamento;;2024-08-12 00:00:00;-;2301601 000001/2022
DM-020/2023;9402596;Andamento;;2024-12-09 00:00:00;-;2301762 000022/2023
DC-9441306/2024;9441306;Andamento;;2024-12-04 00:00:00;-;2301520 000012/2024
AMA-9445113/2024;9445113;Andamento;;2024-12-02 00:00:00;-;2301617 000001/2024
DC-9447109/2024;9447109;Andamento;;2024-12-27 00:00:00;-;2301520 000021/2024
DC-9445950/2024;9445950;Andamento;;2024-12-20 00:00:00;-;2301520 002220/2024
DM-030/2023-A;9408491;Andamento;;2024-12-29 00:00:00;-;2301762 000027/2023
DC-013/2023;9402069;Andamento;;2025-03-24 00:00:00;-;2301520 000006/2023
DC-9459023/2025;9459023;Andamento;;2025-10-13 00:00:00;-;2301520 000001/2025
DC-016/2023;9402062;Andamento;;2023-12-11 00:00:00;-;1301606 000001/2023
DM-22.010/2019-D;9241241;Andamento;;2024-01-27 00:00:00;-;2301762 000019/2019
DM-028/2023;9408646;Andamento;;2024-02-02 00:00:00;-;2301762 000027/2023
DC-005/2024;9422256;Andamento;;2024-04-11 00:00:00;-;2301520 000025/2023
DC-013/2023;9402069;Andamento;;2025-05-15 00:00:00;-;2301520 000006/2023
DM-22.006/2019-D;9220725;Andamento;;2023-10-01 00:00:00;-;2301762 000043/2017
DP-004/2022;9371336;Andamento;;2025-04-01 00:00:00;-;2301601 000006/2022
AMA-9458828/2025;9458828;Andamento;;2025-04-09 00:00:00;-;2301617 000005/2024
DC-9445587/2024;9445587;Andamento;;2024-12-27 00:00:00;-;2301520 002220/2024
DC-9445592/2024;9445592;Andamento;;2024-12-20 00:00:00;-;2301520 002220/2024
DOV-004/2021-B;9292043;Andamento;;2025-06-13 00:00:00;-;2301901 000008/2021
DC-005/2024;9422256;Andamento;;2025-06-09 00:00:00;-;2301520 000025/2023
AMA-9461425/2025;9461425;Andamento;;2025-05-15 00:00:00;-;2301617 000002/2025
DC-004/2024;9429715;Andamento;;2025-06-27 00:00:00;-;2301520 000020/2023
DC-9459022/2025;9459022;Andamento;;2025-08-11 00:00:00;-;2301520 000001/2025
DC-9471605/2025;9471605;Andamento;;2025-11-04 00:00:00;-;2301520 000011/2025
DM-014/2023;9393682;Andamento;;2023-09-18 00:00:00;-;2301762 000024/2023
DM-027/2021;9299234;Andamento;;2023-09-18 00:00:00;-;2301762 000030/2021
DP-021/2023;9393558;Andamento;;2023-11-10 00:00:00;-;2301601 000010/2022
DM-9437231;9437231;Andamento;;2024-09-11 00:00:00;-;2301762 000006/2024
DC-013/2023;9402069;Andamento;;2024-08-28 00:00:00;-;2301520 000006/2023
DM-9440655/2024;9440655;Andamento;;2024-11-01 00:00:00;-;2301762 000008/2024
DM-9440650/2024;9440650;Andamento;;2024-11-01 00:00:00;-;2301762 000008/2024
DM-9440653/2024;9440653;Andamento;;2024-11-01 00:00:00;-;2301762 000008/2024
DM-9440654/2024;9440654;Andamento;;2024-11-01 00:00:00;-;2301762 000008/2024
DM-9440657/2024;9440657;Andamento;;2024-11-01 00:00:00;-;2301762 000008/2024
DM-9440658/2024;9440658;Andamento;;2024-11-01 00:00:00;-;2301762 000008/2024
DM-9440662/2024;9440662;Andamento;;2024-11-01 00:00:00;-;2301762 000008/2024
DM-9440661/2024;9440661;Andamento;;2024-11-01 00:00:00;-;2301762 000008/2024
AEST-9441233/2024;9441233;Andamento;;2025-03-18 00:00:00;-;2301931 000002/2024
DP-018/2023;9386098;Andamento;;2023-11-27 00:00:00;-;2301601 000004/2023
DC-015/2023;9405799;Andamento;;2023-12-15 00:00:00;-;2301520 000013/2023
DP-015/2023;9386095;Andamento;;2023-12-01 00:00:00;-;2301601 000004/2023
DC-017/2023;9406230;Andamento;;2024-02-20 00:00:00;-;2301520 000015/2023
DC-022/2022;9371865;Andamento;;2024-02-20 00:00:00;-;2301520 000032/2022
DOV-001/2021-A;9292037;Andamento;;2024-03-13 00:00:00;-;2301901 000008/2021
DM - 024/2021;9300467;Andamento;;2023-09-04 00:00:00;-;2301762 000064/2021
DP-022/2023;9393396;Andamento;;2023-11-06 00:00:00;-;2301601 000011/2022
DP-024/2023;9393398;Andamento;;2023-11-06 00:00:00;-;2301601 000013/2022
DM-013/2023;9402067;Andamento;;2024-03-04 00:00:00;-;2301762 000013/2023
DM-003/2024;9412570;Andamento;;2024-03-04 00:00:00;-;2301762 000048/2023
DC-025/2022;9388867;Andamento;;2024-04-04 00:00:00;-;2301520 000021/2022
DM-015/2023;9394312;Andamento;;2024-03-04 00:00:00;-;2301762 000023/2023
DC-026/2022;9417573;Andamento;;2024-04-01 00:00:00;-;2301520 000022/2022
DM-22.007/2020-D;9245548;Andamento;;2024-04-01 00:00:00;-;2301762 000037/2019
PRC-22.038/2012;5740;Andamento;;2014-01-16 00:00:00;-;2301520 000046/2012
DM-002/2022;9321396;Andamento;;2023-03-15 00:00:00;-;2301762 000084/2021
DM-041/2022;9372028;Andamento;;2023-02-15 00:00:00;-;2301762 000059/2022
PRC-22.013/2014;6101;Andamento;;2017-09-15 00:00:00;-;2301762 000011/2014
DM-013/2021;9292944;Andamento;;2022-05-09 00:00:00;-;2301762 000035/2021
PRC-22.043/2017-E;9178156;Andamento;;2023-06-01 00:00:00;-;2301762 000034/2017
PRC-22.013/2018-E;9187441;Andamento;;2023-06-01 00:00:00;-;2301762 000001/2018
PRC-29.008/2017-B;9149606;Andamento;;2022-12-13 00:00:00;-;2301901 000001/2017
DM-22.012/2020-A;9245580;Andamento;;2021-03-24 00:00:00;-;2301762 000043/2019
PRC-24.010/2013;5825;Andamento;;2015-09-08 00:00:00;-;2301520 000070/2012
PRC-22.033/2017-C;9169945;Andamento;;2020-12-21 00:00:00;-;2301762 000055/2017
DOV-003/2021;9292042;Andamento;;2021-09-13 00:00:00;-;2301901 000008/2021
DM-008/2021;9290345;Andamento;;2022-05-09 00:00:00;-;2301762 000072/2021
PRC-22.024/2018-D;9195932;Andamento;;2022-10-29 00:00:00;-;2301762 000002/2018
PRC-22.039/2017-C;9159015;Andamento;;2020-12-28 00:00:00;-;2301762 000054/2017
DM-22.007/2020-C;9245548;Andamento;;2023-04-01 00:00:00;-;2301762 000037/2019
DC-22.019/2020;9261489;Andamento;;2022-05-28 00:00:00;-;2301520 000008/2020
DM-037/2022;9372474;Andamento;;2023-05-02 00:00:00;-;2301762 000033/2022
DM-025/2022;9372037;Andamento;;2023-05-02 00:00:00;-;2301762 000052/2021
PRC-24.001/2019-ANO 4;9222901;Andamento;;2022-10-16 00:00:00;-;2301601 000008/2018
DM-034/2022;9346706;Andamento;;2023-04-17 00:00:00;-;2301762 000028/2021
DM-009/2022-A;9327308;Andamento;;2023-04-05 00:00:00;-;2301762 000087/2021
ATA RP-LOTE 4;Registro de Preços;Andamento;;2023-03-08 00:00:00;-;2301601 000001/2023
ATA RP-LOTE 3;Registro de Preços;Andamento;;2023-03-08 00:00:00;-;2301601 000001/2023
ATA RP-LOTE 2;Registro de Preços;Andamento;;2023-03-08 00:00:00;-;2301601 000001/2023
DC-028/2022;9378009;Andamento;;2023-04-17 00:00:00;-;2301520 000047/2022
DP-003/2023;9375591;Andamento;;2023-03-06 00:00:00;-;2301601 000007/2022
ATA RP-LOTE 1;Registro de Preços;Andamento;;2023-03-08 00:00:00;-;2301601 000001/2023
DM-030/2022;9345525;Andamento;;2023-05-02 00:00:00;-;2301762 000027/2022
DC-015/2022;9337919;Andamento;;2023-04-14 00:00:00;-;2301520 000007/2022
DM-039/2022;9369208;Andamento;;2023-05-02 00:00:00;-;2301762 000034/2022
DC-001/2023;9374631;Andamento;;2023-05-08 00:00:00;-;2301520 000040/2022
DC-017/2021;9300461;Andamento;;2023-05-16 00:00:00;-;2301520 000020/2021
DM-032/2022;9346073;Andamento;;2023-05-22 00:00:00;-;2301762 000012/2022
DC-012/2022;9344198;Andamento;;2023-05-17 00:00:00;-;2301520 000001/2022
DM-029/2021;9310922;Andamento;;2023-05-23 00:00:00;-;2301762 000025/2021
DM-002/2023;9377832;Andamento;;2023-06-01 00:00:00;-;2301762 000071/2022
PRC-22.004/2018-E;9180348;Andamento;;2023-06-01 00:00:00;-;2301762 000050/2017
DP-010/2023;9386090;Andamento;;2023-05-16 00:00:00;-;2301601 000004/2023
DC-024/2022;9388622;Andamento;;2023-06-19 00:00:00;-;2301520 000033/2022
DP-006/2023;9385568;Andamento;;2023-05-08 00:00:00;-;2301601 000019/2022
DP-011/2023;9386091;Andamento;;2023-06-28 00:00:00;-;2301601 000004/2023
DM-003/2023;9390176;Andamento;;2023-07-18 00:00:00;-;2301762 000001/2023
DP-005/2023;9383229;Andamento;;2023-07-03 00:00:00;-;2301601 000004/2022
DM-006/2023;9390595;Andamento;;2023-08-01 00:00:00;-;2301762 000008/2023
DM-031/2022;9345524;Andamento;;2023-08-01 00:00:00;-;2301762 000018/2022
PRC-22.023/2018-E;9195627;Andamento;;2023-07-13 00:00:00;-;2301762 000006/2018
DP-007/2023;9386085;Andamento;;2023-07-18 00:00:00;-;2301601 000004/2023
DP-013/2023;9386093;Andamento;;2023-07-24 00:00:00;-;2301601 000004/2023
PRC-22.090/2013-DO 2;5997;Andamento;;2022-06-29 00:00:00;-;2301762 000051/2013
DC-22.024/2020;9291650;Andamento;;2022-07-20 00:00:00;-;2301520 000011/2020
DM-021/2022;9332670;Andamento;;2022-08-10 00:00:00;-;2301762 000054/2021
PRC-22.013/2018-C;9187441;Andamento;;2021-06-01 00:00:00;-;2301762 000001/2018
DM-033/2021;9313584;Andamento;;2022-03-18 00:00:00;-;2301762 000065/2021
DM-020/2022;9332664;Andamento;;2022-05-02 00:00:00;-;2301762 000013/2022
DC-019/2021;9309937;Andamento;;2021-11-22 00:00:00;-;2301520 000026/2021
DM-22.009/2020-B;9245587;Andamento;;2022-04-06 00:00:00;-;2301762 000042/2019
DC-004/2022;9327456;Andamento;;2022-04-18 00:00:00;-;1301608 000003/2021
DC-013/2021;9292908;Andamento;;2023-01-27 00:00:00;-;2301520 000016/2021
DM-005/2021;9290304;Andamento;;2023-05-02 00:00:00;-;2301762 000031/2021
DM-030/2021;9301318;Andamento;;2022-03-24 00:00:00;-;2301762 000021/2021
DM-023/2022;9341515;Andamento;;2022-06-21 00:00:00;-;2301762 000030/2022
DM 014/2021;9292103;Andamento;;2022-04-08 00:00:00;-;2301762 000012/2021
PRC-22.017/2018-D;9192575;Andamento;;2022-07-01 00:00:00;-;2301762 000005/2018
DC-22.019/2020;9261489;Andamento;;2022-02-25 00:00:00;-;2301520 000008/2020
PRC-24.005/2018;9181680;Andamento;;2022-03-01 00:00:00;-;2301520 000013/2017
DC-013/2021;9292908;Andamento;;2022-05-23 00:00:00;-;2301520 000016/2021
PRC-29.008/2017-A;9149606;Andamento;;2021-04-12 00:00:00;-;2301901 000001/2017
DM-029/2021;9310922;Andamento;;2021-11-22 00:00:00;-;2301762 000025/2021
DC-22.019/2020;9261489;Andamento;;2021-09-10 00:00:00;-;2301520 000008/2020
PRC-22.039/2017-D;9159015;Andamento;;2021-12-28 00:00:00;-;2301762 000054/2017
PRC-22.016/2018-E;9191367;Andamento;;2023-08-01 00:00:00;-;2301762 000007/2018
DM - 024/2021;9300467;Andamento;;2021-11-22 00:00:00;-;2301762 000064/2021
PRC-22.042/2017-D;9176829;Andamento;;2021-12-28 00:00:00;-;2301762 000056/2017
PRC-22.037/2017-D;9178130;Andamento;;2022-03-01 00:00:00;-;2301762 000048/2017
PRC-22.032/2017-C;9170558;Andamento;;2020-12-21 00:00:00;-;2301762 000052/2017
DM-22.010/2019-A;9241241;Andamento;;2021-01-27 00:00:00;-;2301762 000019/2019
DC-021/2022;9374633;Andamento;;2023-03-10 00:00:00;-;2301520 000025/2022
PRC-22.026/2017-C;9162813;Andamento;;2021-02-19 00:00:00;-;2301762 000029/2017
PRC-22.029/2017-E;9164650;Andamento;;2023-02-01 00:00:00;-;2301762 000033/2017
DC-002/2023;9388621;Andamento;;2023-07-20 00:00:00;-;2301520 000043/2022
PRC-22.042/2017-C;9176829;Andamento;;2020-12-28 00:00:00;-;2301762 000056/2017
PRC-22.013/2014;6101;Andamento;;2020-05-22 00:00:00;-;2301762 000011/2014
PRC-22.013/2014;6101;Andamento;;2019-06-10 00:00:00;-;2301762 000011/2014
DM-22.008/2020-A;9245549;Andamento;;2021-04-01 00:00:00;-;2301762 000036/2019
DM-010/2021;9292849;Andamento;;2021-10-13 00:00:00;-;2301762 000044/2021
DM-013/2021;9292944;Andamento;;2021-10-15 00:00:00;-;2301762 000035/2021
DC-22.019/2020;9261489;Andamento;;2022-01-25 00:00:00;-;2301520 000008/2020
DM-22.012/2020-B;9245580;Andamento;;2022-03-24 00:00:00;-;2301762 000043/2019
DM-003/2022;9321401;Andamento;;2022-05-09 00:00:00;-;2301762 000076/2021
DC-016/2022;9344218;Andamento;;2022-07-25 00:00:00;-;2301520 000011/2022
DM-018/2021;9309947;Andamento;;2022-10-24 00:00:00;-;2301762 000050/2021
DM-013/2021;9292944;Andamento;;2023-03-01 00:00:00;-;2301762 000035/2021
DC-012/2022;9344198;Andamento;;2023-03-06 00:00:00;-;2301520 000001/2022
DC-001/2022;9344057;Andamento;;2023-03-06 00:00:00;-;2301520 000029/2021
DM-22.005/2020-C;9245589;Andamento;;2023-04-06 00:00:00;-;2301762 000038/2019
DC-013/2022;9385834;Andamento;;2023-06-01 00:00:00;-;2301520 000009/2022
DP-017/2023;9386097;Andamento;;2023-07-24 00:00:00;-;2301601 000004/2023
DM-028/2022;9344818;Andamento;;2022-09-06 00:00:00;-;2301762 000010/2022
DM-031/2022;9345524;Andamento;;2022-10-03 00:00:00;-;2301762 000018/2022
DM-036/2021;9318936;Andamento;;2022-10-03 00:00:00;-;2301762 000071/2021
DM-032/2022;9346073;Andamento;;2022-10-05 00:00:00;-;2301762 000012/2022
PRC-22.020/2017-E;9161359;Andamento;;2022-10-02 00:00:00;-;2301762 000026/2017
DM-028/2021;9310082;Andamento;;2022-10-07 00:00:00;-;2301762 000032/2021
PRC-22.022/2017-E;9162650;Andamento;;2022-11-01 00:00:00;-;2301762 000035/2017
DC-002/2022;9323553;Andamento;;2022-11-04 00:00:00;-;2301520 000031/2021
DC-018/2021;9318278;Andamento;;2023-03-01 00:00:00;-;1301608 000001/2021
DM-004/2021;9289932;Andamento;;2022-12-16 00:00:00;-;2301762 000017/2021
PRC-22.024/2013;5859;Andamento;;2022-12-19 00:00:00;-;2301520 000064/2012
DI-22.001/2020;9241566;Andamento;;2022-12-16 00:00:00;-;2301520 000003/2019
PRC-22.041/2017-E;9176459;Andamento;;2023-02-01 00:00:00;-;2301762 000049/2017
PRC-22.030/2017-E;9164794;Andamento;;2023-03-01 00:00:00;-;2301762 000066/2017
PRC-22.035/2017-E;9178157;Andamento;;2023-03-01 00:00:00;-;2301762 000030/2017
DM-22.004/2020-C;9245547;Andamento;;2023-03-19 00:00:00;-;2301762 000039/2019
DM-014/2022;9332216;Andamento;;2023-03-15 00:00:00;-;2301762 000034/2021
DM-22.009/2020-A;9245587;Andamento;;2021-04-06 00:00:00;-;2301762 000042/2019
DP-003/2021;9293559;Andamento;;2021-11-24 00:00:00;-;2301601 000002/2021
PRC-22.004/2018-C;9180348;Andamento;;2021-06-01 00:00:00;-;2301762 000050/2017
DC-006/2021;9292030;Andamento;;2021-09-15 00:00:00;-;2301520 000003/2021
DM-22.004/2020-B;9245547;Andamento;;2022-03-19 00:00:00;-;2301762 000039/2019
DM-22.011/2020-B;9245717;Andamento;;2022-04-07 00:00:00;-;2301762 000040/2019
DM-011/2022;9334357;Andamento;;2022-05-09 00:00:00;-;2301762 000086/2021
DM-013/2022;9333110;Andamento;;2022-05-09 00:00:00;-;2301762 000008/2021
DM-004/2022;9326050;Andamento;;2022-05-16 00:00:00;-;2301762 000075/2021
PRC-22.013/2018-D;9187441;Andamento;;2022-06-01 00:00:00;-;2301762 000001/2018
PRC-22.004/2018-D;9180348;Andamento;;2022-06-01 00:00:00;-;2301762 000050/2017
DC-010/2022;9337330;Andamento;;2022-05-23 00:00:00;-;2301520 000003/2022
DM-022/2022;9337072;Andamento;;2022-06-01 00:00:00;-;2301762 000016/2021
DM-22.014/2020;9262952;Andamento;;2022-06-01 00:00:00;-;2301462 000001/2020
DC-006/2022;9342951;Andamento;;2022-07-06 00:00:00;-;2301520 000034/2021
DC-012/2022;9344198;Andamento;;2022-07-25 00:00:00;-;2301520 000001/2022
DC-015/2021;9301435;Andamento;;2022-07-25 00:00:00;-;2301520 000022/2021
DP-001/2022;9340393;Andamento;;2022-07-04 00:00:00;-;1301606 000001/2021
DOV-004/2022;9344750;Andamento;;2022-08-09 00:00:00;-;2301901 000009/2021
DC-013/2021;9292908;Andamento;;2022-08-24 00:00:00;-;2301520 000016/2021
PRC-22.035/2017-D;9178157;Andamento;;2022-03-01 00:00:00;-;2301762 000030/2017
DC-003/2022;9321339;Andamento;;2022-02-15 00:00:00;-;2301520 000028/2021
DC-002/2022;9323553;Andamento;;2022-02-18 00:00:00;-;2301520 000031/2021
DM-005/2022;9324266;Andamento;;2022-02-24 00:00:00;-;2301762 000005/2022
PRC-22.043/2017-C;9178156;Andamento;;2021-06-01 00:00:00;-;2301762 000034/2017
PRC-22.041/2017-B;9176459;Andamento;;2020-02-01 00:00:00;-;2301762 000049/2017
PRC-22.038/2017-D;9178085;Andamento;;2022-06-01 00:00:00;-;2301762 000051/2017
DP-004/2022;9371336;Andamento;;2023-01-16 00:00:00;-;2301601 000006/2022
DM-013/2022;9333110;Andamento;;2023-04-03 00:00:00;-;2301762 000008/2021
DM - 024/2021;9300467;Andamento;;2023-04-03 00:00:00;-;2301762 000064/2021
PRC-22.027/2017-E;9162815;Andamento;;2023-04-02 00:00:00;-;2301762 000040/2017
DM-003/2021;9287359;Andamento;;2021-07-21 00:00:00;-;2301762 000049/2021
DM-029/2022;9345546;Andamento;;2022-09-06 00:00:00;-;2301762 000015/2022
DC-008/2022;9344117;Andamento;;2022-07-25 00:00:00;-;2301520 000036/2021
PRC-22.025/2017-C;9162820;Andamento;;2021-03-01 00:00:00;-;2301762 000036/2017
PRC-22.028/2017-C;9164466;Andamento;;2021-03-01 00:00:00;-;2301762 000038/2017
PRC-22.037/2017-C;9178130;Andamento;;2021-03-01 00:00:00;-;2301762 000048/2017
DM-22.003/2020-A;9245004;Andamento;;2021-03-18 00:00:00;-;2301762 000044/2019
DC-002/2021;9274460;Andamento;;2021-04-05 00:00:00;-;2301520 000008/2021
PRC-22.027/2017-C;9162815;Andamento;;2021-04-02 00:00:00;-;2301762 000040/2017
DM-001/2021;9472752;Andamento;;2021-05-10 00:00:00;-;2301762 000012/2020
DO-001/2021;9275590;Andamento;;2021-04-26 00:00:00;-;2301901 000003/2021
DM-006/2021;9290287;Andamento;;2021-09-01 00:00:00;-;2301762 000011/2021
DM-007/2021;9290362;Andamento;;2021-09-01 00:00:00;-;2301762 000014/2021
DM-009/2021;9290734;Andamento;;2021-09-01 00:00:00;-;2301762 000040/2021
DOV-001/2021;9292037;Andamento;;2021-09-13 00:00:00;-;2301901 000008/2021
DM 014/2021;9292103;Andamento;;2021-09-13 00:00:00;-;2301762 000012/2021
DM-22.006/2019-B;9220725;Andamento;;2021-10-01 00:00:00;-;2301762 000043/2017
PRC-22.018/2017-D;9159015;Andamento;;2021-10-02 00:00:00;-;2301762 000044/2017
PRC-22.019/2017-D;9159186;Andamento;;2021-10-02 00:00:00;-;2301762 000041/2017
PRC-22.020/2017-D;9161359;Andamento;;2021-10-02 00:00:00;-;2301762 000026/2017
PRC-22.024/2018-C;9195932;Andamento;;2021-10-29 00:00:00;-;2301762 000002/2018
DC-22.018/2020;9261488;Andamento;;2021-10-18 00:00:00;-;2301520 000007/2020
DM-017/2021;9300468;Andamento;;2021-11-03 00:00:00;-;2301762 000043/2021
DM-030/2021;9301318;Andamento;;2021-11-04 00:00:00;-;2301762 000021/2021
DC-22.013/2020;9261337;Andamento;;2021-11-16 00:00:00;-;2301520 000002/2020
PRC-22.033/2017-D;9169945;Andamento;;2021-12-21 00:00:00;-;2301762 000055/2017
PRC-22.034/2017-D;9174578;Andamento;;2021-12-21 00:00:00;-;2301762 000047/2017
PRC-22.040/2017-D;9177986;Andamento;;2021-12-29 00:00:00;-;2301762 000037/2017
DC-22.015/2020;9262781;Andamento;;2021-12-24 00:00:00;-;1301608 000009/2020
PRC-22.029/2017-D;9164650;Andamento;;2022-02-01 00:00:00;-;2301762 000033/2017
PRC-24.010/2013;5825;Andamento;;2022-02-01 00:00:00;-;2301520 000070/2012
PRC-22.031/2017-E;9165579;Andamento;;2022-12-01 00:00:00;-;2301762 000053/2017
PRC-22.032/2017-E;9170558;Andamento;;2022-12-21 00:00:00;-;2301762 000052/2017
PRC-22.033/2017-E;9169945;Andamento;;2022-12-21 00:00:00;-;2301762 000055/2017
PRC-22.039/2017-E;9176826;Andamento;;2022-12-28 00:00:00;-;2301762 000054/2017
PRC-22.040/2017-E;9177986;Andamento;;2022-12-29 00:00:00;-;2301762 000037/2017
PRC-22.042/2017-E;9176829;Andamento;;2022-12-28 00:00:00;-;2301762 000056/2017
DM-007/2022;9325902;Andamento;;2022-03-14 00:00:00;-;2301762 000009/2022
DM-028/2021;9310082;Andamento;;2022-04-01 00:00:00;-;2301762 000032/2021
PRC-22.025/2017-E;9162820;Andamento;;2023-03-01 00:00:00;-;2301762 000036/2017
PRC-22.024/2013;5859;Andamento;;2021-08-23 00:00:00;-;2301520 000064/2012
DC-22.024/2020;9291650;Andamento;;2022-03-23 00:00:00;-;2301520 000011/2020
DM-002/2022;9321396;Andamento;;2022-03-24 00:00:00;-;2301762 000084/2021
DC-011/2022;9336934;Andamento;;2022-05-15 00:00:00;-;1301608 000004/2021
DC-019/2021;9309937;Andamento;;2022-11-01 00:00:00;-;2301520 000026/2021
