contrato;contrato_siad;status;descricao_do_motivo;data;responsavel;portal_de_compras
DI-22.001/2020;9241566;Paralisado;Caso Fortuito ou Força Maior;2022-11-16 00:00:00;Diretor Geral;2301520 000003/2019
DM - 024/2021;9300467;Paralisado;Outros tipos de paralisação;2022-11-11 00:00:00;Diretor Geral;2301762 000064/2021
DC-015/2022;9337919;Paralisado;Caso Fortuito ou Força Maior;2022-09-01 00:00:00;Diretor Geral;2301520 000007/2022
DM-028/2021;9310082;Paralisado;Outros tipos de paralisação;2022-04-13 00:00:00;Diretor Geral;2301762 000032/2021
DM - 024/2021;9300467;Paralisado;Outros tipos de paralisação;2023-01-18 00:00:00;Diretor Geral;2301762 000064/2021
DC-014/2022;9345034;Paralisado;Caso Fortuito ou Força Maior;2023-03-17 00:00:00;Diretor Geral;2301520 000008/2022
DM-018/2021;9309947;Paralisado;Outros tipos de paralisação;2022-09-29 00:00:00;Diretor Geral;2301762 000050/2021
DM-016/2022;9333352;Paralisado;Outros tipos de paralisação;2022-09-01 00:00:00;Diretor Geral;2301762 000033/2021
DC-012/2022;9344198;Paralisado;Caso Fortuito ou Força Maior;2023-04-04 00:00:00;Diretor Geral;2301520 000001/2022
DC-22.013/2020;9261337;Paralisado;Caso Fortuito ou Força Maior;2021-10-20 00:00:00;Diretor Geral;2301520 000002/2020
DC-009/2021;9288096;Paralisado;Caso Fortuito ou Força Maior;2021-12-10 00:00:00;Diretor Geral;2301520 000014/2021
DC-22.019/2020;9261489;Paralisado;Caso Fortuito ou Força Maior;2021-12-15 00:00:00;Diretor Geral;2301520 000008/2020
DM-028/2021;9310082;Paralisado;Outros tipos de paralisação;2022-03-15 00:00:00;Diretor Geral;2301762 000032/2021
DC-22.019/2020;9261489;Paralisado;Caso Fortuito ou Força Maior;2022-04-01 00:00:00;Diretor Geral;2301520 000008/2020
DC-22.019/2020;9261489;Paralisado;Caso Fortuito ou Força Maior;2022-06-01 00:00:00;Diretor Geral;2301520 000008/2020
DC-22.024/2020;9291650;Paralisado;Caso Fortuito ou Força Maior;2022-06-01 00:00:00;Diretor Geral;2301520 000011/2020
DC-016/2021;9301376;Paralisado;Caso Fortuito ou Força Maior;2022-08-11 00:00:00;Diretor Geral;2301520 000015/2021
PRC-22.024/2013;5859;Paralisado;Caso Fortuito ou Força Maior;2022-11-04 00:00:00;Diretor Geral;2301520 000064/2012
DP-003/2021;9293559;Paralisado;Outros tipos de paralisação;2022-10-07 00:00:00;Diretor Geral;2301601 000002/2021
DP-002/2021;9291973;Paralisado;Outros tipos de paralisação;2022-12-08 00:00:00;Diretor Geral;2301601 000003/2020
DC-018/2021;9318278;Paralisado;Caso Fortuito ou Força Maior;2022-12-15 00:00:00;Diretor Geral;1301608 000001/2021
DC-001/2022;9344057;Paralisado;Caso Fortuito ou Força Maior;2022-12-15 00:00:00;Diretor Geral;2301520 000029/2021
DC-012/2022;9344198;Paralisado;Caso Fortuito ou Força Maior;2022-12-20 00:00:00;Diretor Geral;2301520 000001/2022
DM-028/2021;9310082;Paralisado;Outros tipos de paralisação;2022-12-01 00:00:00;Diretor Geral;2301762 000032/2021
DM-029/2021;9310922;Paralisado;Outros tipos de paralisação;2023-01-13 00:00:00;Diretor Geral;2301762 000025/2021
DM-034/2021;9318435;Paralisado;Outros tipos de paralisação;2023-01-13 00:00:00;Diretor Geral;2301762 000066/2021
DM-011/2022;9334357;Paralisado;Outros tipos de paralisação;2022-12-01 00:00:00;Diretor Geral;2301762 000086/2021
DC-22.013/2020;9261337;Paralisado;Caso Fortuito ou Força Maior;2022-01-05 00:00:00;Diretor Geral;2301520 000002/2020
DC-019/2021;9309937;Paralisado;Caso Fortuito ou Força Maior;2022-05-13 00:00:00;Diretor Geral;2301520 000026/2021
DM-002/2022;9321396;Paralisado;Outros tipos de paralisação;2022-11-10 00:00:00;Diretor Geral;2301762 000084/2021
DM-004/2021;9289932;Paralisado;Outros tipos de paralisação;2022-11-10 00:00:00;Diretor Geral;2301762 000017/2021
DC-009/2021;9288096;Paralisado;Caso Fortuito ou Força Maior;2022-11-01 00:00:00;Diretor Geral;2301520 000014/2021
DP-24.007/2020;9275619;Paralisado;Outros tipos de paralisação;2023-03-01 00:00:00;Diretor Geral;2301601 000001/2020
DC-22.019/2020;9261489;Paralisado;Outros tipos de paralisação;2021-09-01 00:00:00;Diretor Geral;2301520 000008/2020
DC-002/2022;9323553;Paralisado;Caso Fortuito ou Força Maior;2022-10-14 00:00:00;Diretor Geral;2301520 000031/2021
DC-22.015/2020;9262781;Paralisado;Outros tipos de paralisação;2021-09-20 00:00:00;Diretor Geral;1301608 000009/2020
DM-028/2022;9344818;Paralisado;Outros tipos de paralisação;2023-02-14 00:00:00;Diretor Geral;2301762 000010/2022
DM-030/2021;9301318;Paralisado;Outros tipos de paralisação;2021-12-01 00:00:00;Diretor Geral;2301762 000021/2021
DM-025/2021;9299246;Paralisado;Outros tipos de paralisação;2023-02-10 00:00:00;Diretor Geral;2301762 000056/2021
DC-014/2021;9301504;Paralisado;Caso Fortuito ou Força Maior;2022-09-05 00:00:00;Diretor Geral;2301520 000025/2021
PRC-24.010/2013;5825;Paralisado;Caso Fortuito ou Força Maior;2022-01-06 00:00:00;Diretor Geral;2301520 000070/2012
DC-017/2021;9300461;Paralisado;Caso Fortuito ou Força Maior;2023-04-28 00:00:00;Diretor Geral;2301520 000020/2021
DM-036/2021;9318936;Paralisado;Outros tipos de paralisação;2023-08-03 00:00:00;Diretor Geral;2301762 000071/2021
DC-015/2021;9301435;Paralisado;Caso Fortuito ou Força Maior;2022-11-11 00:00:00;Diretor Geral;2301520 000022/2021
DM-027/2021;9299234;Paralisado;Outros tipos de paralisação;2022-03-01 00:00:00;Diretor Geral;2301762 000030/2021
ASG-003/2021;9318266;Paralisado;Outros tipos de paralisação;2024-09-06 00:00:00;Diretor Geral;2301931 000002/2021
DC-004/2024;9429715;Paralisado;Caso Fortuito ou Força Maior;2024-11-08 00:00:00;Diretor Geral;2301520 000020/2023
DP-001/2022;9340393;Paralisado;Outros tipos de paralisação;2024-05-01 00:00:00;Diretor Geral;1301606 000001/2021
DC-017/2023;9406230;Paralisado;Caso Fortuito ou Força Maior;2024-11-08 00:00:00;Diretor Geral;2301520 000015/2023
DM-007/2024;9422060;Paralisado;Ordem Judicial;2024-12-01 00:00:00;Diretor Geral;2301762 000036/2023
DM-008/2023;9391551;Paralisado;Outros tipos de paralisação;2024-01-20 00:00:00;Diretor Geral;2301762 000014/2023
DM-023/2023;9408490;Paralisado;Outros tipos de paralisação;2024-09-18 00:00:00;Diretor Geral;2301762 000007/2023
DC-006/2022;9342951;Paralisado;Caso Fortuito ou Força Maior;2024-11-08 00:00:00;Diretor Geral;2301520 000034/2021
DC-008/2023;9385831;Paralisado;Outros tipos de paralisação;2024-11-08 00:00:00;Diretor Geral;2301520 000046/2022
DC-018/2022;9344786;Paralisado;Caso Fortuito ou Força Maior;2024-11-08 00:00:00;Diretor Geral;2301520 000015/2022
DC-016/2023;9402062;Paralisado;Caso Fortuito ou Força Maior;2024-12-10 00:00:00;Diretor Geral;1301606 000001/2023
DC-004/2024;9429715;Paralisado;Caso Fortuito ou Força Maior;2025-05-23 00:00:00;Diretor Geral;2301520 000020/2023
DC-001/2022;9344057;Paralisado;Caso Fortuito ou Força Maior;2025-03-03 00:00:00;Diretor Geral;2301520 000029/2021
DM-003/2023;9390176;Paralisado;Outros tipos de paralisação;2025-05-05 00:00:00;Diretor Geral;2301762 000001/2023
DP-003/2022;9344767;Paralisado;Outros tipos de paralisação;2025-02-01 00:00:00;Diretor Geral;2301601 000001/2022
DC-013/2023;9402069;Paralisado;Caso Fortuito ou Força Maior;2025-04-01 00:00:00;Diretor Geral;2301520 000006/2023
DC-025/2022;9388867;Paralisado;Caso Fortuito ou Força Maior;2025-05-01 00:00:00;Diretor Geral;2301520 000021/2022
DP-016/2023;9386096;Paralisado;Outros tipos de paralisação;2024-03-18 00:00:00;Diretor Geral;2301601 000004/2023
PRC-24.005/2018;9181680;Paralisado;Caso Fortuito ou Força Maior;2024-01-01 00:00:00;Diretor Geral;2301520 000013/2017
DP-013/2023;9386093;Paralisado;Outros tipos de paralisação;2024-03-18 00:00:00;Diretor Geral;2301601 000004/2023
DP-018/2023;9386098;Paralisado;Outros tipos de paralisação;2024-03-18 00:00:00;Diretor Geral;2301601 000004/2023
DP-008/2023;9386087;Paralisado;Outros tipos de paralisação;2024-03-18 00:00:00;Diretor Geral;2301601 000004/2023
DC-005/2024;9422256;Paralisado;Caso Fortuito ou Força Maior;2024-10-18 00:00:00;Diretor Geral;2301520 000025/2023
DC-027/2022;9372566;Paralisado;Outros tipos de paralisação;2024-10-22 00:00:00;Diretor Geral;2301520 000041/2022
DC-003/2023;9373305;Paralisado;Caso Fortuito ou Força Maior;2024-01-01 00:00:00;Diretor Geral;2301520 000039/2022
DC-019/2023;9407817;Paralisado;Caso Fortuito ou Força Maior;2024-09-09 00:00:00;Diretor Geral;2301520 000021/2023
DM-017/2023;9400451;Paralisado;Outros tipos de paralisação;2024-11-15 00:00:00;Diretor Geral;2301762 000019/2023
DM-030/2022;9345525;Paralisado;Outros tipos de paralisação;2023-12-01 00:00:00;Diretor Geral;2301762 000027/2022
DC-022/2022;9371865;Paralisado;Caso Fortuito ou Força Maior;2023-11-27 00:00:00;Diretor Geral;2301520 000032/2022
DPEI-030/2023;Em andamento;Paralisado;Outros tipos de paralisação;2026-01-21 00:00:00;Diretor Geral;Não Disponível
DC-013/2022;9385834;Paralisado;Caso Fortuito ou Força Maior;2024-03-22 00:00:00;Diretor Geral;2301520 000009/2022
DM-015/2023;9394312;Paralisado;Outros tipos de paralisação;2024-10-26 00:00:00;Diretor Geral;2301762 000023/2023
DC-002/2024;9417858;Paralisado;Caso Fortuito ou Força Maior;2025-07-01 00:00:00;Diretor Geral;2301520 000001/2024
DM-029/2022;9345546;Paralisado;Outros tipos de paralisação;2023-09-01 00:00:00;Diretor Geral;2301762 000015/2022
DP-004/2022;9371336;Paralisado;Outros tipos de paralisação;2023-09-06 00:00:00;Diretor Geral;2301601 000006/2022
DC-005/2023;9382509;Paralisado;Caso Fortuito ou Força Maior;2024-04-05 00:00:00;Diretor Geral;2301520 000050/2022
DM-022/2023;9408657;Paralisado;Outros tipos de paralisação;2024-05-13 00:00:00;Diretor Geral;2301762 000031/2023
DC-022/2022;9371865;Paralisado;Outros tipos de paralisação;2025-02-14 00:00:00;Diretor Geral;2301520 000032/2022
DC-022/2022;9371865;Paralisado;Caso Fortuito ou Força Maior;2025-04-04 00:00:00;Diretor Geral;2301520 000032/2022
DC-9447761/2025;9447761;Paralisado;Caso Fortuito ou Força Maior;2025-06-01 00:00:00;Diretor Geral;2301520 000019/2024
DC-9441355/2024 ;9441355;Paralisado;Caso Fortuito ou Força Maior;2025-09-22 00:00:00;Diretor Geral;2301520 000014/2024
DP-003/2022;9344767;Paralisado;Outros tipos de paralisação;2023-11-01 00:00:00;Diretor Geral;2301601 000001/2022
DP-24.007/2020;9275619;Paralisado;Outros tipos de paralisação;2024-03-02 00:00:00;Diretor Geral;2301601 000001/2020
DC-016/2023;9402062;Paralisado;Caso Fortuito ou Força Maior;2024-08-05 00:00:00;Diretor Geral;1301606 000001/2023
DC-016/2022;9344218;Paralisado;Outros tipos de paralisação;2024-11-08 00:00:00;Diretor Geral;2301520 000011/2022
DC-010/2023;9389500;Paralisado;Caso Fortuito ou Força Maior;2025-11-07 00:00:00;Diretor Geral;2301520 000003/2023
DM-020/2023;9402596;Paralisado;Outros tipos de paralisação;2024-11-15 00:00:00;Diretor Geral;2301762 000022/2023
DC-013/2023;9402069;Paralisado;Caso Fortuito ou Força Maior;2024-11-25 00:00:00;Diretor Geral;2301520 000006/2023
DC-006/2024;9422285;Paralisado;Outros tipos de paralisação;2024-10-01 00:00:00;Diretor Geral;2301520 000016/2023
DP-005/2023;9383229;Paralisado;Outros tipos de paralisação;2024-11-01 00:00:00;Diretor Geral;2301601 000004/2022
DP-004/2022;9371336;Paralisado;Outros tipos de paralisação;2024-06-01 00:00:00;Diretor Geral;2301601 000006/2022
DC-007/2021;9388646;Paralisado;Caso Fortuito ou Força Maior;2025-02-03 00:00:00;Diretor Geral;2301520 000005/2021
DC-002/2024;9417858;Paralisado;Caso Fortuito ou Força Maior;2026-01-06 00:00:00;Diretor Geral;2301520 000001/2024
DC-001/2023;9374631;Paralisado;Caso Fortuito ou Força Maior;2023-11-01 00:00:00;Diretor Geral;2301520 000040/2022
DC-028/2022;9378009;Paralisado;Caso Fortuito ou Força Maior;2023-10-25 00:00:00;Diretor Geral;2301520 000047/2022
DM-029/2021;9310922;Paralisado;Outros tipos de paralisação;2023-10-01 00:00:00;Diretor Geral;2301762 000025/2021
DC-021/2022;9374633;Paralisado;Caso Fortuito ou Força Maior;2023-11-01 00:00:00;Diretor Geral;2301520 000025/2022
DC-020/2021;9317793;Paralisado;Caso Fortuito ou Força Maior;2023-10-20 00:00:00;Diretor Geral;1301608 000002/2021
PRC-24.014/2018;9292318;Paralisado;Outros tipos de paralisação;2025-09-19 00:00:00;Diretor Geral;2301601 000005/2017
DC-9445587/2024;9445587;Paralisado;Riscos decorrentes de erros e vícios construtivos;2026-02-13 00:00:00;Diretor Geral;2301520 002220/2024
PRC-22.004/2017;9243278;Paralisado;Caso Fortuito ou Força Maior;2023-08-22 00:00:00;Diretor Geral;2301520 000040/2014
DC-012/2022;9344198;Paralisado;Caso Fortuito ou Força Maior;2023-08-14 00:00:00;Diretor Geral;2301520 000001/2022
DM-015/2023;9394312;Paralisado;Outros tipos de paralisação;2024-10-01 00:00:00;Diretor Geral;2301762 000023/2023
DC-024/2022;9388622;Paralisado;Caso Fortuito ou Força Maior;2025-10-02 00:00:00;Diretor Geral;2301520 000033/2022
PRC-24.001/2019-ANO 4;9222901;Paralisado;Outros tipos de paralisação;2023-10-15 00:00:00;Diretor Geral;2301601 000008/2018
DM-020/2023;9402596;Paralisado;Outros tipos de paralisação;2024-08-03 00:00:00;Diretor Geral;2301762 000022/2023
DC-010/2024;9426807;Paralisado;Caso Fortuito ou Força Maior;2025-05-01 00:00:00;Diretor Geral;2301520 000029/2023
DC-010/2023;9389500;Paralisado;Outros tipos de paralisação;2025-02-14 00:00:00;Diretor Geral;2301520 000003/2023
DC-9439838/2024;9439838;Paralisado;Caso Fortuito ou Força Maior;2025-07-01 00:00:00;Diretor Geral;2301520 000011/2024
DM-020/2023;9402596;Paralisado;Outros tipos de paralisação;2025-02-12 00:00:00;Diretor Geral;2301762 000022/2023
DM-003/2024;9412570;Paralisado;Outros tipos de paralisação;2025-03-01 00:00:00;Diretor Geral;2301762 000048/2023
DP-018/2023;9386098;Paralisado;Outros tipos de paralisação;2023-10-01 00:00:00;Diretor Geral;2301601 000004/2023
DP-016/2023;9386096;Paralisado;Outros tipos de paralisação;2023-10-01 00:00:00;Diretor Geral;2301601 000004/2023
DP-24.007/2020;9275619;Paralisado;Outros tipos de paralisação;2023-10-06 00:00:00;Diretor Geral;2301601 000001/2020
DC-025/2022;9388867;Paralisado;Caso Fortuito ou Força Maior;2023-11-15 00:00:00;Diretor Geral;2301520 000021/2022
DP-018/2023;9386098;Paralisado;Outros tipos de paralisação;2023-12-20 00:00:00;Diretor Geral;2301601 000004/2023
DM-013/2023;9402067;Paralisado;Outros tipos de paralisação;2024-01-25 00:00:00;Diretor Geral;2301762 000013/2023
DC-005/2024;9422256;Paralisado;Outros tipos de paralisação;2025-02-28 00:00:00;Diretor Geral;2301520 000025/2023
DC-013/2023;9402069;Paralisado;Caso Fortuito ou Força Maior;2025-03-01 00:00:00;Diretor Geral;2301520 000006/2023
DM-021/2023;9406400;Paralisado;Outros tipos de paralisação;2025-05-10 00:00:00;Diretor Geral;2301762 000029/2023
DC-9439838/2024;9439838;Paralisado;Caso Fortuito ou Força Maior;2025-10-01 00:00:00;Diretor Geral;2301520 000011/2024
DP-021/2023;9393558;Paralisado;Outros tipos de paralisação;2025-11-12 00:00:00;Diretor Geral;2301601 000010/2022
DP-003/2022;9344767;Paralisado;Outros tipos de paralisação;2026-01-01 00:00:00;Diretor Geral;2301601 000001/2022
DP-001/2022;9340393;Paralisado;Outros tipos de paralisação;2023-09-28 00:00:00;Diretor Geral;1301606 000001/2021
DP-009/2023;9386090;Paralisado;Outros tipos de paralisação;2023-10-01 00:00:00;Diretor Geral;2301601 000004/2023
DM-015/2023;9394312;Paralisado;Outros tipos de paralisação;2023-12-22 00:00:00;Diretor Geral;2301762 000023/2023
DM-016/2023;9394322;Paralisado;Outros tipos de paralisação;2023-12-22 00:00:00;Diretor Geral;2301762 000025/2023
DP-24.007/2020;9275619;Paralisado;Outros tipos de paralisação;2024-05-03 00:00:00;Diretor Geral;2301601 000001/2020
DC-013/2023;9402069;Paralisado;Caso Fortuito ou Força Maior;2024-06-07 00:00:00;Diretor Geral;2301520 000006/2023
DM-009/2023;9392817;Paralisado;Outros tipos de paralisação;2024-07-01 00:00:00;Diretor Geral;2301762 000018/2023
DM-006/2024;9414641;Paralisado;Outros tipos de paralisação;2025-01-01 00:00:00;Diretor Geral;2301762 000050/2023
DM-020/2023;9402596;Paralisado;Outros tipos de paralisação;2024-12-18 00:00:00;Diretor Geral;2301762 000022/2023
DM-004/2023;9390187;Paralisado;Outros tipos de paralisação;2025-01-01 00:00:00;Diretor Geral;2301762 000001/2023
DM-003/2023;9390176;Paralisado;Outros tipos de paralisação;2025-01-01 00:00:00;Diretor Geral;2301762 000001/2023
DC-005/2024;9422256;Paralisado;Caso Fortuito ou Força Maior;2025-01-07 00:00:00;Diretor Geral;2301520 000025/2023
DC-008/2022;9344117;Paralisado;Caso Fortuito ou Força Maior;2025-04-01 00:00:00;Diretor Geral;2301520 000036/2021
DC-005/2024;9422256;Paralisado;Caso Fortuito ou Força Maior;2025-05-19 00:00:00;Diretor Geral;2301520 000025/2023
DC-008/2023;9385831;Paralisado;Caso Fortuito ou Força Maior;2025-08-01 00:00:00;Diretor Geral;2301520 000046/2022
DC-9453556/2025;9453556;Paralisado;Outros tipos de paralisação;2025-05-01 00:00:00;Diretor Geral;2301520 000027/2023
DC-020/2023;9411269;Paralisado;Caso Fortuito ou Força Maior;2025-08-18 00:00:00;Diretor Geral;2301520 000019/2023
DP-027/2023;9393457;Paralisado;Outros tipos de paralisação;2025-10-20 00:00:00;Diretor Geral;2301601 000016/2022
DC-006/2022;9342951;Paralisado;Caso Fortuito ou Força Maior;2024-06-20 00:00:00;Diretor Geral;2301520 000034/2021
DC-005/2023;9382509;Paralisado;Caso Fortuito ou Força Maior;2024-06-10 00:00:00;Diretor Geral;2301520 000050/2022
DC-002/2023;9388621;Paralisado;Outros tipos de paralisação;2024-12-18 00:00:00;Diretor Geral;2301520 000043/2022
DC-024/2022;9388622;Paralisado;Outros tipos de paralisação;2024-12-10 00:00:00;Diretor Geral;2301520 000033/2022
DP-021/2023;9393558;Paralisado;Outros tipos de paralisação;2025-05-01 00:00:00;Diretor Geral;2301601 000010/2022
DM-032/2023;9410180;Paralisado;Outros tipos de paralisação;2025-05-05 00:00:00;Diretor Geral;2301762 000039/2023
AMA-9445113/2024;9445113;Paralisado;Outros tipos de paralisação;2025-08-05 00:00:00;Diretor Geral;2301617 000001/2024
AMA-9441725/2024;9441725;Paralisado;Outros tipos de paralisação;2025-08-05 00:00:00;Diretor Geral;2301617 000003/2024
AMA-9458828/2025;9458828;Paralisado;Outros tipos de paralisação;2025-08-05 00:00:00;Diretor Geral;2301617 000005/2024
AMA-9447965/2025;9447965;Paralisado;Outros tipos de paralisação;2025-08-05 00:00:00;Diretor Geral;2301617 000004/2024
DC-016/2022;9344218;Paralisado;Caso Fortuito ou Força Maior;2024-07-10 00:00:00;Diretor Geral;2301520 000011/2022
DC-011/2024;9442960;Paralisado;Caso Fortuito ou Força Maior;2025-04-01 00:00:00;Diretor Geral;2301520 000007/2024
DC-009/2023;9388658;Paralisado;Caso Fortuito ou Força Maior;2025-04-01 00:00:00;Diretor Geral;2301520 000020/2022
DC-9448965/2025;9448965;Paralisado;Caso Fortuito ou Força Maior;2025-10-06 00:00:00;Diretor Geral;2301520 000025/2024
DC-014/2022;9345034;Paralisado;Caso Fortuito ou Força Maior;2023-08-23 00:00:00;Diretor Geral;2301520 000008/2022
DP-011/2023;9386091;Paralisado;Outros tipos de paralisação;2023-10-01 00:00:00;Diretor Geral;2301601 000004/2023
DC-019/2023;9407817;Paralisado;Caso Fortuito ou Força Maior;2024-01-12 00:00:00;Diretor Geral;2301520 000021/2023
DP-007/2023;9386085;Paralisado;Outros tipos de paralisação;2024-03-18 00:00:00;Diretor Geral;2301601 000004/2023
DP-009/2023;9386090;Paralisado;Outros tipos de paralisação;2024-03-18 00:00:00;Diretor Geral;2301601 000004/2023
DP-014/2023;9386094;Paralisado;Outros tipos de paralisação;2024-03-18 00:00:00;Diretor Geral;2301601 000004/2023
DP-015/2023;9386095;Paralisado;Outros tipos de paralisação;2024-03-18 00:00:00;Diretor Geral;2301601 000004/2023
DC-9447760/2025;9447760;Paralisado;Caso Fortuito ou Força Maior;2025-05-01 00:00:00;Diretor Geral;2301520 000019/2024
DC-016/2023;9402062;Paralisado;Caso Fortuito ou Força Maior;2025-10-01 00:00:00;Diretor Geral;1301606 000001/2023
DP-009/2023;9386090;Paralisado;Outros tipos de paralisação;2023-11-01 00:00:00;Diretor Geral;2301601 000004/2023
DP-016/2023;9386096;Paralisado;Outros tipos de paralisação;2023-11-01 00:00:00;Diretor Geral;2301601 000004/2023
DP-024/2023;9393398;Paralisado;Outros tipos de paralisação;2025-11-19 00:00:00;Diretor Geral;2301601 000013/2022
DC-004/2024;9429715;Paralisado;Caso Fortuito ou Força Maior;2025-08-01 00:00:00;Diretor Geral;2301520 000020/2023
DM-018/2023;9400070;Paralisado;Outros tipos de paralisação;2024-02-07 00:00:00;Diretor Geral;2301762 000026/2023
DP-002/2022;9370793;Paralisado;Outros tipos de paralisação;2023-12-05 00:00:00;Diretor Geral;2301601 000002/2022
DC-9459023/2025;9459023;Paralisado;Caso Fortuito ou Força Maior;2025-11-10 00:00:00;Diretor Geral;2301520 000001/2025
DC-028/2022;9378009;Paralisado;Caso Fortuito ou Força Maior;2023-12-11 00:00:00;Diretor Geral;2301520 000047/2022
DM-040/2022;9372557;Paralisado;Outros tipos de paralisação;2024-01-22 00:00:00;Diretor Geral;2301762 000043/2022
DP-017/2023;9386097;Paralisado;Outros tipos de paralisação;2024-03-18 00:00:00;Diretor Geral;2301601 000004/2023
DC-008/2023;9385831;Paralisado;Outros tipos de paralisação;2024-09-12 00:00:00;Diretor Geral;2301520 000046/2022
DC-005/2024;9422256;Paralisado;Outros tipos de paralisação;2024-09-16 00:00:00;Diretor Geral;2301520 000025/2023
DM-002/2023;9377832;Paralisado;Outros tipos de paralisação;2023-12-15 00:00:00;Diretor Geral;2301762 000071/2022
DC-015/2023;9405799;Paralisado;Caso Fortuito ou Força Maior;2024-04-06 00:00:00;Diretor Geral;2301520 000013/2023
DP-020/2023;9393315;Paralisado;Outros tipos de paralisação;2026-04-30 00:00:00;Diretor Geral;2301601 000009/2022
DP-027/2023;9393457;Paralisado;Outros tipos de paralisação;2026-04-17 00:00:00;Diretor Geral;2301601 000016/2022
DP-004/2023;9382502;Paralisado;Outros tipos de paralisação;2026-04-30 00:00:00;Diretor Geral;2301601 000008/2022
DP-021/2023;9393558;Paralisado;Outros tipos de paralisação;2026-04-30 00:00:00;Diretor Geral;2301601 000010/2022
DC-007/2024;9424592;Paralisado;Outros tipos de paralisação;2026-02-20 00:00:00;Diretor Geral;2301520 000024/2023
DP-025/2023;9394603;Paralisado;Outros tipos de paralisação;2026-03-20 00:00:00;Diretor Geral;2301601 000014/2022
PRC-24.014/2018;9292318;Paralisado;Outros tipos de paralisação;2026-03-05 00:00:00;Diretor Geral;2301601 000005/2017
DC-003/2024;9417863;Paralisado;Caso Fortuito ou Força Maior;2026-03-20 00:00:00;Diretor Geral;2301520 000001/2024
DP-005/2023;9383229;Paralisado;Outros tipos de paralisação;2026-03-30 00:00:00;Diretor Geral;2301601 000004/2022
DP-026/2023;9393455;Paralisado;Outros tipos de paralisação;2026-02-19 00:00:00;Diretor Geral;2301601 000015/2022
DP-020/2023;9393315;Paralisado;Outros tipos de paralisação;2026-02-10 00:00:00;Diretor Geral;2301601 000009/2022
DC-9445591/2024;9445591;Execução concluída;;2026-02-28 00:00:00;-;2301520 002220/2024
DM-014/2024;9424302;Execução concluída;;2026-04-30 00:00:00;-;2301762 000051/2023
DC-024/2022;9388622;Execução concluída;;2026-01-02 00:00:00;-;2301520 000033/2022
DOV-005/2022-A;9344755;Execução concluída;;2025-12-08 00:00:00;-;2301901 000009/2021
DM-032/2023;9410180;Execução concluída;;2025-08-10 00:00:00;-;2301762 000039/2023
DM-036/2022;9361882;Execução concluída;;2025-09-12 00:00:00;-;2301762 000026/2022
DC-001/2024;9416622;Execução concluída;;2025-12-09 00:00:00;-;2301520 000011/2023
ASG-002/2021;9315246;Execução concluída;;2023-08-31 00:00:00;-;2301403 000070/2021
DC-006/2021;9292030;Execução concluída;;2023-09-04 00:00:00;-;2301520 000003/2021
DM-036/2021;9318936;Execução concluída;;2023-12-27 00:00:00;-;2301762 000071/2021
PRC-22.039/2017-E;9176826;Execução concluída;;2023-12-27 00:00:00;-;2301762 000054/2017
PRC-22.032/2017-E;9170558;Execução concluída;;2023-12-20 00:00:00;-;2301762 000052/2017
PRC-22.034/2017-E;9174578;Execução concluída;;2023-12-20 00:00:00;-;2301762 000047/2017
PRC-22.042/2017-E;9176829;Execução concluída;;2023-12-27 00:00:00;-;2301762 000056/2017
PRC-22.028/2017-E;9164466;Execução concluída;;2024-02-29 00:00:00;-;2301762 000038/2017
DM-001/2023;9372553;Execução concluída;;2024-02-01 00:00:00;-;2301762 000042/2022
DOV-002/2021;9292040;Execução concluída;;2024-03-12 00:00:00;-;2301901 000008/2021
DOV-004/2021;9292043;Execução concluída;;2024-03-12 00:00:00;-;2301901 000008/2021
DC-017/2021;9300461;Execução concluída;;2023-11-16 00:00:00;-;2301520 000020/2021
PRC-22.037/2017-E;9178130;Execução concluída;;2024-02-29 00:00:00;-;2301762 000048/2017
DP-011/2023;9386091;Execução concluída;;2024-03-15 00:00:00;-;2301601 000004/2023
ASG-003/2021;9318266;Execução concluída;;2024-11-29 00:00:00;-;2301931 000002/2021
DP-007/2023;9386085;Execução concluída;;2024-11-07 00:00:00;-;2301601 000004/2023
DM-9445784/2024;9445784;Execução concluída;;2025-11-30 00:00:00;-;2301762 000113/2024
DM-034/2022;9346706;Execução concluída;;2023-10-16 00:00:00;-;2301762 000028/2021
DM-001/2024;9410177;Execução concluída;;2025-02-19 00:00:00;-;2301762 000001/2024
DC-022/2022;9371865;Execução concluída;;2025-08-06 00:00:00;-;2301520 000032/2022
DM-029/2022;9345546;Execução concluída;;2023-12-10 00:00:00;-;2301762 000015/2022
DC-002/2021;9274460;Execução concluída;;2023-11-20 00:00:00;-;2301520 000008/2021
DM-025/2023;9408445;Execução concluída;;2024-12-28 00:00:00;-;2301762 000027/2023
PRC-22.015/2017-E;9149725;Execução concluída;;2023-08-31 00:00:00;-;2301762 000020/2017
DM-039/2022;9369208;Execução concluída;;2023-11-15 00:00:00;-;2301762 000034/2022
DM-010/2024;9418600;Execução concluída;;2026-04-07 00:00:00;-;2301762 000036/2023
DC-9441306/2024;9441306;Execução concluída;;2026-02-28 00:00:00;-;2301520 000012/2024
DM-009/2024;9422078;Execução concluída;;2026-04-09 00:00:00;-;2301762 000036/2023
DOV-001/2022-A;9344722;Execução concluída;;2025-12-08 00:00:00;-;2301901 000009/2021
