contrato;contrato_siad;obra;municipio;portal_de_compras
DM-001/2024-A;9410177;Obra 1;Mamonas;2301762 000001/2024
DM-001/2024-A;9410177;Obra 1;Matias Cardoso;2301762 000001/2024
DM-001/2024-A;9410177;Obra 1;Mato Verde;2301762 000001/2024
DM-001/2024-A;9410177;Obra 1;Monte Azul;2301762 000001/2024
DM-001/2024-A;9410177;Obra 1;Montes Claros;2301762 000001/2024
DM-001/2024-A;9410177;Obra 1;Nova Porteirinha;2301762 000001/2024
DM-001/2024-A;9410177;Obra 1;Pai Pedro;2301762 000001/2024
DM-001/2024-A;9410177;Obra 1;Porteirinha;2301762 000001/2024
DM-001/2024-A;9410177;Obra 1;Riacho dos Machados;2301762 000001/2024
DM-001/2024-A;9410177;Obra 1;Santo Antônio do Retiro;2301762 000001/2024
DM-001/2024-A;9410177;Obra 1;Serranópolis de Minas;2301762 000001/2024
DM-001/2024-A;9410177;Obra 1;São João da Ponte;2301762 000001/2024
DM-001/2024-A;9410177;Obra 1;Verdelândia;2301762 000001/2024
DM-001/2024-B;9410177;Obra 1;Capitão Enéas;2301762 000001/2024
DM-001/2024-B;9410177;Obra 1;Catuti;2301762 000001/2024
DM-001/2024-B;9410177;Obra 1;Espinosa;2301762 000001/2024
DM-001/2024-B;9410177;Obra 1;Francisco Sá;2301762 000001/2024
DM-001/2024-B;9410177;Obra 1;Gameleiras;2301762 000001/2024
DM-001/2024-B;9410177;Obra 1;Grão Mogol;2301762 000001/2024
DM-001/2024-B;9410177;Obra 1;Janaúba;2301762 000001/2024
DM-001/2024-B;9410177;Obra 1;Jaíba;2301762 000001/2024
DM-001/2024-B;9410177;Obra 1;Mamonas;2301762 000001/2024
DM-001/2024-B;9410177;Obra 1;Matias Cardoso;2301762 000001/2024
DM-001/2024-B;9410177;Obra 1;Mato Verde;2301762 000001/2024
DM-001/2024-B;9410177;Obra 1;Monte Azul;2301762 000001/2024
DM-001/2024-B;9410177;Obra 1;Montes Claros;2301762 000001/2024
DM-001/2024-B;9410177;Obra 1;Nova Porteirinha;2301762 000001/2024
DM-001/2024-B;9410177;Obra 1;Pai Pedro;2301762 000001/2024
DM-001/2024-B;9410177;Obra 1;Porteirinha;2301762 000001/2024
DM-001/2024-B;9410177;Obra 1;Riacho dos Machados;2301762 000001/2024
DM-001/2024-B;9410177;Obra 1;Santo Antônio do Retiro;2301762 000001/2024
DM-001/2024-B;9410177;Obra 1;Serranópolis de Minas;2301762 000001/2024
DM-001/2024-B;9410177;Obra 1;São João da Ponte;2301762 000001/2024
DM-001/2024-B;9410177;Obra 1;Verdelândia;2301762 000001/2024
DM-002/2021;9286072;Obra 1;Prudente de Morais;2301762 000048/2021
DM-002/2022;9321396;Obra 1;Ribeirão das Neves;2301762 000084/2021
DM-002/2023;9377832;Obra 1;Ataléia;2301762 000071/2022
DM-002/2023;9377832;Obra 1;Carlos Chagas;2301762 000071/2022
DM-002/2023;9377832;Obra 1;Nanuque;2301762 000071/2022
DM-002/2023;9377832;Obra 1;Serra dos Aimorés;2301762 000071/2022
DM-002/2023;9377832;Obra 1;Teófilo Otoni;2301762 000071/2022
DM-002/2024;9410208;Obra 1;Alvinópolis;2301762 000027/2023
DM-002/2024;9410208;Obra 1;Antônio Dias;2301762 000027/2023
DM-002/2024;9410208;Obra 1;Barão de Cocais;2301762 000027/2023
DM-002/2024;9410208;Obra 1;Bela Vista de Minas;2301762 000027/2023
DM-002/2024;9410208;Obra 1;Bom Jesus do Amparo;2301762 000027/2023
DM-002/2024;9410208;Obra 1;Caeté;2301762 000027/2023
DM-002/2024;9410208;Obra 1;Carmésia;2301762 000027/2023
DM-002/2024;9410208;Obra 1;Catas Altas;2301762 000027/2023
DM-002/2024;9410208;Obra 1;Conceição do Mato Dentro;2301762 000027/2023
DM-002/2024;9410208;Obra 1;Dores de Guanhães;2301762 000027/2023
DM-002/2024;9410208;Obra 1;Ferros;2301762 000027/2023
DM-002/2024;9410208;Obra 1;Itabira;2301762 000027/2023
DM-002/2024;9410208;Obra 1;Itambé do Mato Dentro;2301762 000027/2023
DM-002/2024;9410208;Obra 1;João Monlevade;2301762 000027/2023
DM-002/2024;9410208;Obra 1;Mariana;2301762 000027/2023
DM-002/2024;9410208;Obra 1;Morro do Pilar;2301762 000027/2023
DM-002/2024;9410208;Obra 1;Nova Era;2301762 000027/2023
DM-002/2024;9410208;Obra 1;Nova União;2301762 000027/2023
DM-002/2024;9410208;Obra 1;Passabém;2301762 000027/2023
DM-002/2024;9410208;Obra 1;Santa Bárbara;2301762 000027/2023
DM-002/2024;9410208;Obra 1;Santa Luzia;2301762 000027/2023
DM-002/2024;9410208;Obra 1;Santa Maria de Itabira;2301762 000027/2023
DM-002/2024;9410208;Obra 1;Santo Antônio do Rio Abaixo;2301762 000027/2023
DM-002/2024;9410208;Obra 1;São Gonçalo do Rio Abaixo;2301762 000027/2023
DM-002/2024;9410208;Obra 1;São Sebastião do Rio Preto;2301762 000027/2023
DM-002/2024;9410208;Obra 1;Taquaraçu de Minas;2301762 000027/2023
DM-002/2024-A;9410208;Obra 1;Alvinópolis;2301762 000027/2023
DM-002/2024-A;9410208;Obra 1;Antônio Dias;2301762 000027/2023
DM-002/2024-A;9410208;Obra 1;Barão de Cocais;2301762 000027/2023
DM-002/2024-A;9410208;Obra 1;Bela Vista de Minas;2301762 000027/2023
DM-002/2024-A;9410208;Obra 1;Bom Jesus do Amparo;2301762 000027/2023
DM-002/2024-A;9410208;Obra 1;Caeté;2301762 000027/2023
DM-002/2024-A;9410208;Obra 1;Carmésia;2301762 000027/2023
DM-002/2024-A;9410208;Obra 1;Catas Altas;2301762 000027/2023
DM-002/2024-A;9410208;Obra 1;Conceição do Mato Dentro;2301762 000027/2023
DM-002/2024-A;9410208;Obra 1;Dores de Guanhães;2301762 000027/2023
DM-002/2024-A;9410208;Obra 1;Ferros;2301762 000027/2023
DM-002/2024-A;9410208;Obra 1;Itabira;2301762 000027/2023
DM-002/2024-A;9410208;Obra 1;Itambé do Mato Dentro;2301762 000027/2023
DM-002/2024-A;9410208;Obra 1;João Monlevade;2301762 000027/2023
DM-002/2024-A;9410208;Obra 1;Mariana;2301762 000027/2023
DM-002/2024-A;9410208;Obra 1;Morro do Pilar;2301762 000027/2023
DM-002/2024-A;9410208;Obra 1;Nova Era;2301762 000027/2023
DM-002/2024-A;9410208;Obra 1;Nova União;2301762 000027/2023
DM-002/2024-A;9410208;Obra 1;Passabém;2301762 000027/2023
DM-002/2024-A;9410208;Obra 1;Santa Bárbara;2301762 000027/2023
DM-002/2024-A;9410208;Obra 1;Santa Luzia;2301762 000027/2023
DM-002/2024-A;9410208;Obra 1;Santa Maria de Itabira;2301762 000027/2023
DM-002/2024-A;9410208;Obra 1;Santo Antônio do Rio Abaixo;2301762 000027/2023
DM-002/2024-A;9410208;Obra 1;São Gonçalo do Rio Abaixo;2301762 000027/2023
DM-002/2024-A;9410208;Obra 1;São Sebastião do Rio Preto;2301762 000027/2023
DM-002/2024-A;9410208;Obra 1;Taquaraçu de Minas;2301762 000027/2023
DM-002/2024-B;9410208;Obra 1;Alvinópolis;2301762 000027/2023
DM-002/2024-B;9410208;Obra 1;Antônio Dias;2301762 000027/2023
DM-002/2024-B;9410208;Obra 1;Barão de Cocais;2301762 000027/2023
DM-002/2024-B;9410208;Obra 1;Bela Vista de Minas;2301762 000027/2023
DM-002/2024-B;9410208;Obra 1;Bom Jesus do Amparo;2301762 000027/2023
DM-002/2024-B;9410208;Obra 1;Caeté;2301762 000027/2023
DM-002/2024-B;9410208;Obra 1;Carmésia;2301762 000027/2023
DM-002/2024-B;9410208;Obra 1;Catas Altas;2301762 000027/2023
DM-002/2024-B;9410208;Obra 1;Conceição do Mato Dentro;2301762 000027/2023
DM-002/2024-B;9410208;Obra 1;Dores de Guanhães;2301762 000027/2023
DM-002/2024-B;9410208;Obra 1;Ferros;2301762 000027/2023
DM-002/2024-B;9410208;Obra 1;Itabira;2301762 000027/2023
DM-002/2024-B;9410208;Obra 1;Itambé do Mato Dentro;2301762 000027/2023
DM-002/2024-B;9410208;Obra 1;João Monlevade;2301762 000027/2023
DM-002/2024-B;9410208;Obra 1;Mariana;2301762 000027/2023
DM-002/2024-B;9410208;Obra 1;Morro do Pilar;2301762 000027/2023
DM-002/2024-B;9410208;Obra 1;Nova Era;2301762 000027/2023
DM-002/2024-B;9410208;Obra 1;Nova União;2301762 000027/2023
DM-002/2024-B;9410208;Obra 1;Passabém;2301762 000027/2023
DM-002/2024-B;9410208;Obra 1;Santa Bárbara;2301762 000027/2023
DM-002/2024-B;9410208;Obra 1;Santa Luzia;2301762 000027/2023
DM-002/2024-B;9410208;Obra 1;Santa Maria de Itabira;2301762 000027/2023
DM-002/2024-B;9410208;Obra 1;Santo Antônio do Rio Abaixo;2301762 000027/2023
DM-002/2024-B;9410208;Obra 1;São Gonçalo do Rio Abaixo;2301762 000027/2023
DM-002/2024-B;9410208;Obra 1;São Sebastião do Rio Preto;2301762 000027/2023
DM-002/2024-B;9410208;Obra 1;Taquaraçu de Minas;2301762 000027/2023
DM-003/2021;9287359;Obra 1;Barbacena;2301762 000049/2021
DM-003/2021;9287359;Obra 1;Casa Grande;2301762 000049/2021
DM-003/2022;9321401;Obra 1;Janaúba;2301762 000076/2021
DM-003/2022;9321401;Obra 1;Jaíba;2301762 000076/2021
DM-003/2023;9390176;Obra 1;Abre Campo;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Acaiaca;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Acarape;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Acarau;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Acopiara;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Acrelandia;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Acreuna;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Adao Colares;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Alvinópolis;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Antônio Dias;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Açucena;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Bela Vista de Minas;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Belo Horizonte;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Belo Oriente;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Bom Jesus do Galho;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Braúnas;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Bugre;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Caratinga;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Cava Grande;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Coronel Fabriciano;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Córrego Novo;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Dionísio;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Dom Silvério;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Entre Folhas;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Governador Valadares;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Guanhães;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Iapu;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Imbé de Minas;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Inhapim;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Ipaba;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Ipatinga;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Jaguaraçu;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Joanésia;2301762 000001/2023
DM-003/2023;9390176;Obra 1;João Monlevade;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Marliéria;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Matipó;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Mesquita;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Naque;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Nova Era;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Piedade de Caratinga;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Pingo-d Água;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Rio Piracicaba;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Santa Bárbara do Leste;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Santa Rita de Minas;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Santana do Paraíso;2301762 000001/2023
DM-003/2023;9390176;Obra 1;São Domingos das Dores;2301762 000001/2023
DM-003/2023;9390176;Obra 1;São Domingos do Prata;2301762 000001/2023
DM-003/2023;9390176;Obra 1;São Gonçalo do Rio Abaixo;2301762 000001/2023
DM-003/2023;9390176;Obra 1;São José do Goiabal;2301762 000001/2023
DM-003/2023;9390176;Obra 1;São João do Oriente;2301762 000001/2023
DM-003/2023;9390176;Obra 1;São Sebastião do Anta;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Timóteo;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Ubaporanga;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Vargem Alegre;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Virginópolis;2301762 000001/2023
DM-003/2023;9390176;Obra 1;Água Boa;2301762 000001/2023
DM-003/2024;9412570;Obra 1;Almenara;2301762 000048/2023
DM-003/2024;9412570;Obra 1;Bandeira;2301762 000048/2023
DM-003/2024;9412570;Obra 1;Mata Verde;2301762 000048/2023
DM-003/2024;9412570;Obra 1;Pedra Azul;2301762 000048/2023
DM-004/2021;9289932;Obra 1;Couto de Magalhães de Minas;2301762 000017/2021
DM-004/2021;9289932;Obra 1;Diamantina;2301762 000017/2021
DM-004/2022;9326050;Obra 1;Campina Verde;2301762 000075/2021
DM-004/2022;9326050;Obra 1;Itapagipe;2301762 000075/2021
DM-004/2022;9326050;Obra 1;Iturama;2301762 000075/2021
DM-004/2022;9326050;Obra 1;São Francisco de Sales;2301762 000075/2021
DM-004/2022;9326050;Obra 1;Uberaba;2301762 000075/2021
DM-004/2023;9390187;Obra 1;Acreuna;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Aimorés;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Alto Caparaó;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Alto Jequitibá;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Antônio Prado de Minas;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Barão de Monte Alto;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Caiana;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Caparaó;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Caputira;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Carangola;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Chalé;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Conceição de Ipanema;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Divino;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Durandé;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Espera Feliz;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Eugenópolis;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Faria Lemos;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Fervedouro;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Imbé de Minas;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Ipanema;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Lajinha;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Luisburgo;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Manhuaçu;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Manhumirim;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Martins Soares;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Matipó;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Miradouro;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Muriaé;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Mutum;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Orizânia;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Patrocínio do Muriaé;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Pedra Dourada;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Pocrane;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Reduto;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Santa Margarida;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Santana do Manhuaçu;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Simonésia;2301762 000001/2023
DM-004/2023;9390187;Obra 1;São Domingos do Prata;2301762 000001/2023
DM-004/2023;9390187;Obra 1;São Francisco do Glória;2301762 000001/2023
DM-004/2023;9390187;Obra 1;São José do Mantimento;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Taparuba;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Tombos;2301762 000001/2023
DM-004/2023;9390187;Obra 1;Vieiras;2301762 000001/2023
DM-004/2024;9413969;Obra 1;Contagem;2301762 000046/2023
DM-004/2024;9413969;Obra 1;Esmeraldas;2301762 000046/2023
DM-005/2021;9290304;Obra 1;Bugre;2301762 000031/2021
DM-005/2021;9290304;Obra 1;Caratinga;2301762 000031/2021
DM-005/2021;9290304;Obra 1;Ipaba;2301762 000031/2021
DM-005/2021;9290304;Obra 1;Jaguaraçu;2301762 000031/2021
DM-005/2021;9290304;Obra 1;São João do Oriente;2301762 000031/2021
DM-005/2022;9324266;Obra 1;Acaiaca;2301762 000005/2022
DM-005/2022;9324266;Obra 1;Barra Longa;2301762 000005/2022
DM-005/2022;9324266;Obra 1;Mariana;2301762 000005/2022
DM-005/2022;9324266;Obra 1;Ouro Preto;2301762 000005/2022
DM-005/2022;9324266;Obra 1;Ponte Nova;2301762 000005/2022
DM-005/2023;9390196;Obra 1;Abre Campo;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Acaiaca;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Amparo da Serra;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Araponga;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Barra Longa;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Cajuri;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Canaã;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Coimbra;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Diogo de Vasconcelos;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Dom Silvério;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Guaraciaba;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Guaraciaba;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Jequeri;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Mariana;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Matipó;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Oratórios;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Ouro Preto;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Paula Cândido;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Pedra Bonita;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Pedra do Anta;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Piedade de Ponte Nova;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Ponte Nova;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Porto Firme;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Raul Soares;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Rio Casca;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Rio Doce;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Santa Cruz do Escalvado;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Santo Antônio do Grama;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Sem-Peixe;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Sericita;2301762 000001/2023
DM-005/2023;9390196;Obra 1;São Miguel do Anta;2301762 000001/2023
DM-005/2023;9390196;Obra 1;São Pedro dos Ferros;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Teixeiras;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Urucânia;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Vermelho Novo;2301762 000001/2023
DM-005/2023;9390196;Obra 1;Viçosa;2301762 000001/2023
DM-005/2024;9414460;Obra 1;Campina Verde;2301762 000036/2023
DM-005/2024;9414460;Obra 1;Campo Florido;2301762 000036/2023
DM-005/2024;9414460;Obra 1;Comendador Gomes;2301762 000036/2023
DM-005/2024;9414460;Obra 1;Conceição das Alagoas;2301762 000036/2023
DM-005/2024;9414460;Obra 1;Conquista;2301762 000036/2023
DM-005/2024;9414460;Obra 1;Delta;2301762 000036/2023
DM-005/2024;9414460;Obra 1;Frutal;2301762 000036/2023
DM-005/2024;9414460;Obra 1;Itapagipe;2301762 000036/2023
DM-005/2024;9414460;Obra 1;Iturama;2301762 000036/2023
DM-005/2024;9414460;Obra 1;Nova Ponte;2301762 000036/2023
DM-005/2024;9414460;Obra 1;Pirajuba;2301762 000036/2023
DM-005/2024;9414460;Obra 1;Planura;2301762 000036/2023
DM-005/2024;9414460;Obra 1;Sacramento;2301762 000036/2023
DM-005/2024;9414460;Obra 1;São Francisco de Sales;2301762 000036/2023
DM-005/2024;9414460;Obra 1;Uberaba;2301762 000036/2023
DM-005/2024;9414460;Obra 1;Uberlândia;2301762 000036/2023
DM-005/2024;9414460;Obra 1;Veríssimo;2301762 000036/2023
DM-005/2024;9414460;Obra 1;Água Comprida;2301762 000036/2023
DM-005/2024-A;9414460;Obra 1;Campina Verde;2301762 000036/2023
DM-005/2024-A;9414460;Obra 1;Campo Florido;2301762 000036/2023
DM-005/2024-A;9414460;Obra 1;Comendador Gomes;2301762 000036/2023
DM-005/2024-A;9414460;Obra 1;Conceição das Alagoas;2301762 000036/2023
DM-005/2024-A;9414460;Obra 1;Conquista;2301762 000036/2023
DM-005/2024-A;9414460;Obra 1;Delta;2301762 000036/2023
DM-005/2024-A;9414460;Obra 1;Frutal;2301762 000036/2023
DM-005/2024-A;9414460;Obra 1;Itapagipe;2301762 000036/2023
DM-005/2024-A;9414460;Obra 1;Iturama;2301762 000036/2023
DM-005/2024-A;9414460;Obra 1;Nova Ponte;2301762 000036/2023
DM-005/2024-A;9414460;Obra 1;Pirajuba;2301762 000036/2023
DM-005/2024-A;9414460;Obra 1;Planura;2301762 000036/2023
DM-005/2024-A;9414460;Obra 1;Sacramento;2301762 000036/2023
DM-005/2024-A;9414460;Obra 1;São Francisco de Sales;2301762 000036/2023
DM-005/2024-A;9414460;Obra 1;Uberaba;2301762 000036/2023
DM-005/2024-A;9414460;Obra 1;Uberlândia;2301762 000036/2023
DM-005/2024-A;9414460;Obra 1;Veríssimo;2301762 000036/2023
DM-005/2024-A;9414460;Obra 1;Água Comprida;2301762 000036/2023
DM-006/2021;9290287;Obra 1;Crucilândia;2301762 000011/2021
DM-006/2021;9290287;Obra 1;Itaguara;2301762 000011/2021
DM-006/2021;9290287;Obra 1;Oliveira;2301762 000011/2021
DM-006/2022;9324278;Obra 1;Ouro Branco;2301762 000007/2022
DM-006/2022;9324278;Obra 1;Ouro Preto;2301762 000007/2022
DM-006/2022;9324278;Obra 1;Ponte Nova;2301762 000007/2022
DM-006/2023;9390595;Obra 1;Araxá;2301762 000008/2023
DM-006/2023;9390595;Obra 1;Ibiá;2301762 000008/2023
DM-006/2023;9390595;Obra 1;Pratinha;2301762 000008/2023
DM-006/2024;9414641;Obra 1;Araçuaí;2301762 000050/2023
DM-006/2024;9414641;Obra 1;Virgem da Lapa;2301762 000050/2023
DM-007/2021;9290362;Obra 1;Betim;2301762 000014/2021
DM-007/2021;9290362;Obra 1;Consolação;2301762 000014/2021
DM-007/2021;9290362;Obra 1;Itajubá;2301762 000014/2021
DM-007/2021;9290362;Obra 1;Paraisópolis;2301762 000014/2021
DM-007/2021;9290362;Obra 1;Pouso Alegre;2301762 000014/2021
DM-007/2022;9325902;Obra 1;Carmo do Paranaíba;2301762 000009/2022
DM-007/2022;9325902;Obra 1;Patos de Minas;2301762 000009/2022
DM-007/2022;9325902;Obra 1;Presidente Olegário;2301762 000009/2022
DM-007/2023;9394628;Obra 1;Campo Florido;2301762 000012/2023
DM-007/2023;9394628;Obra 1;Frutal;2301762 000012/2023
DM-007/2023;9394628;Obra 1;Pirajuba;2301762 000012/2023
DM-007/2023;9394628;Obra 1;Uberaba;2301762 000012/2023
DM-007/2024;9422060;Obra 1;Abre Campo;2301762 000036/2023
DM-007/2024;9422060;Obra 1;Acaiaca;2301762 000036/2023
DM-007/2024;9422060;Obra 1;Acarau;2301762 000036/2023
DM-007/2024;9422060;Obra 1;Alfredo Vasconcelos;2301762 000036/2023
DM-007/2024;9422060;Obra 1;Alto Rio Doce;2301762 000036/2023
DM-007/2024;9422060;Obra 1;Antônio Carlos;2301762 000036/2023
DM-007/2024;9422060;Obra 1;Barbacena;2301762 000036/2023
DM-007/2024;9422060;Obra 1;Barra Longa;2301762 000036/2023
DM-007/2024;9422060;Obra 1;Barroso;2301762 000036/2023
DM-007/2024;9422060;Obra 1;Bias Fortes;2301762 000036/2023
DM-007/2024;9422060;Obra 1;Capela Nova;2301762 000036/2023
DM-007/2024;9422060;Obra 1;Caranaíba;2301762 000036/2023
DM-007/2024;9422060;Obra 1;Carandaí;2301762 000036/2023
DM-007/2024;9422060;Obra 1;Casa Grande;2301762 000036/2023
DM-007/2024;9422060;Obra 1;Catas Altas da Noruega;2301762 000036/2023
